,youtube_id,comment,like_num,comment_date
0,janelim8043,와우 민화가 이렇게 멋진지 몰랐네요 한번 가보고 싶네요 ㅎㅎ,6.0,2개월 전
1,kalpanagope2294,Tuo,2.0,2개월 전
