,youtube_id,comment,like_num,comment_date
0,userwb9zl8kh5c,립 성분까지는 생각도 안했어요^^;; 맥 파우더키스 리퀴드 립컬러 저랑 잘 맞는 색상이 있는지 찾아보고 구매해야겠네요,1.0,2개월 전
