,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수,채널명
8324,"Summer T-shirt LookBook 👕 반팔티 돌려입기 | 여름 반팔 기본템 추천 (ft. 장마철룩, 저렴이 여름옷, 레인부츠 코디, 애슬레저룩, 오버롤, 데님)",https://www.youtube.com/watch?v=DKTGXzbtMEw,5000,2023-07-03,0:05:08,153,정우Jungwoo
8325,"Easy haif up hairstyling 🦋 쉽고 예쁘게 가시 반묶음 하는 법 (헤어 꿀팁, 스프레이 추천, 긴 머리 셀프 스타일링 방법)",https://www.youtube.com/watch?v=mJLtJdesJBA,1481,2023-06-07,0:05:20,37,정우Jungwoo
8326,"BAG HAUL | 여름 룩북 & 데일리 가방 추천 🩷 (휴가룩, 데이트룩, 데일리룩)",https://www.youtube.com/watch?v=slZUDz5UoRE,5533,2023-06-01,0:05:28,112,정우Jungwoo
8327,HAUL | 사계절 데일리 신발 추천❤️ 운동화〰️슬리퍼 12가지 신발 하울 • 봄여름 코디 22가지,https://www.youtube.com/watch?v=iySNskUVzPc,4570,2023-05-18,0:13:03,113,정우Jungwoo
8328,HAUL | SPRING LOOKBOOK 무채색 봄 룩북🖤 꾸안꾸 캐주얼룩 (ft. 나만 알고픈 쇼핑몰 추천 🛒),https://www.youtube.com/watch?v=5YrzZxohRDY,8316,2023-04-08,0:06:01,230,정우Jungwoo
8329,HAUL | SPRING LOOKBOOK 트렌디하고 실용적인 봄옷 추천 🕊🤍 (with 구독자 이벤트) 하객룩•데일리룩•데이트룩•캠퍼스룩,https://www.youtube.com/watch?v=a5aKbsoPqG4,5448,2023-04-03,0:07:57,122,정우Jungwoo
8330,HAUL | SPRING LOOKBOOK 벚꽃 그자체..🌸 봄 데이트룩•썸녀룩•여친룩•꾸안꾸룩•봄나들이룩,https://www.youtube.com/watch?v=FhjUjRswcz8,7217,2023-03-28,0:08:57,163,정우Jungwoo
8331,HAUL | Winter 〰️ Spring Look 무스탕 돌려입기🌼 꽃샘추위 봄 룩북 | 헌팅캡 코디•파리지앵룩•무스탕코디•초겨울코디,https://www.youtube.com/watch?v=uZ9ygk7criY,2012,2023-03-17,0:06:43,53,정우Jungwoo
8332,VLOG | 내 취향의 제품과 공간들🚪더피터커피. 세실앤세드릭. 페이퍼 인센스. 탬버린즈 조말론 바디로션 (ft. 생일선물 언박싱),https://www.youtube.com/watch?v=iSYPUwID7O0,2551,2023-02-07,0:10:15,45,정우Jungwoo
8333,VLOG | 2023년 새해 목표. 베이지 톤온톤•무채색 오오티디. 하루 5분 아침일기 ✍🏻,https://www.youtube.com/watch?v=5i1JwFj0dEA,3830,2023-01-11,0:09:04,57,정우Jungwoo
8334,"HAUL | 실용적인 F/W 신발 추천👢(ft. 인스타 최다 문의 신발 모음, 출근룩 운동화 추천)",https://www.youtube.com/watch?v=U5MQD37pWEY,4640,2023-01-05,0:10:26,133,정우Jungwoo
8335,"(eng) HAUL | Winter LookBook 겨울 무채색 코디 + 포인트 컬러❄️ (ft. 겨울 미니 스커트, 쿨톤 가디건, 웜톤 퍼자켓, 패션 액세서리)",https://www.youtube.com/watch?v=GNHi_irrC-I,10794,2022-12-14,0:10:37,235,정우Jungwoo
8336,"HAUL | Winter item 8가지 겨울 패션 아이템 추천⛄️❄️ (ft. 바라클라바, 겨울 털 모자 머플러, 어그부츠, 헤어 액세서리, 겨울 코디 필수템)",https://www.youtube.com/watch?v=l0HYjs-Pmyw,17633,2022-12-07,0:06:43,430,정우Jungwoo
8337,디올 뷰티 꿈의 아뜰리에 팝업🥀 + 각인 서비스..♡ 연말에 가볼만한 곳. 연말 데이트 장소 추천,https://www.youtube.com/watch?v=0NuF9gB1EvI,2512,2022-12-05,0:04:01,34,정우Jungwoo
8338,vlog 🛫 도쿄 여행 브이로그. 오모테산도 쇼핑. 시부야 핫한 술집. 전시. 국립 신 미술관. 편집샵. 빈티지샵. 메종키츠네. 발렌시아가 르카골. 에이치 뷰티앤유스. ep 02,https://www.youtube.com/watch?v=IpIeN3rwQH4,3311,2022-12-04,0:16:05,79,정우Jungwoo
8339,vlog 🗼도쿄 여행 브이로그. 오모테산도 쇼핑&맛집. 에르메스 긴자. 루이비통 카페. 푸글렌 아사쿠사. 도쿄 빈티지샵. 도쿄 야경 ep 01,https://www.youtube.com/watch?v=I6jjnto0I1o,7457,2022-11-22,0:13:10,139,정우Jungwoo
8340,HAUL | Winter LookBook🥀 미리 준비하는 연말룩북 • 저렴한 꾸꾸꾸 겨울 룩북,https://www.youtube.com/watch?v=QLpA3QUReXM,21527,2022-11-12,0:06:40,351,정우Jungwoo
8341,SWEAT PANTS LOOKBOOK👟대학생 꾸안꾸 캐주얼 코디 (ft. 트레이닝팬츠 돌려입기) 백팩코디.시험기간룩.캠퍼스룩.원마일웨어,https://www.youtube.com/watch?v=Yu5xhRFqAuc,16757,2022-10-20,0:04:04,420,정우Jungwoo
8342,"23SS 서울패션위크 vlog. 송지오 패션쇼 VIP 참석..🥀  차승원, 한혜진, 배정남 아이키 런웨이",https://www.youtube.com/watch?v=caBEEutQE1g,5943,2022-10-18,0:09:25,48,정우Jungwoo
8343,"HAUL | Early Winter Outer & Autumn LookBook🧦 이른 겨울 아우터 추천 가을룩북 (ft. 숏 패딩, 코트, 레더 자켓, 니트 집업)",https://www.youtube.com/watch?v=6L7H3K3yc6k,23055,2022-10-07,0:11:01,421,정우Jungwoo
8344,"HAUL | WORKWEAR LOOKBOOK🧑🏻‍💻 가을 출근룩, 커리어우먼 오피스룩 (ft. 르블랑 페이우)",https://www.youtube.com/watch?v=KPAiKc9RENA,6323,2022-09-29,0:13:18,127,정우Jungwoo
8345,MINI HAUL | Fall Fashion LookBook 가을 니트 룩북🧶 (ft. 코디걱정 없는 니트 추천),https://www.youtube.com/watch?v=jjmFjz6Yc_o,8709,2022-09-10,0:06:24,213,정우Jungwoo
8346,"Daily warm-tone makeup | 데일리룩에 모두 어울리는 웜톤 찐 데일리 아이메이크업 (ft. 쌍테, 속쌍, 봄웜브라이트) | 정우Jungwoo",https://www.youtube.com/watch?v=-11FXRl-Dm0,5433,2022-08-30,0:04:29,105,정우Jungwoo
8347,HAUL | 9 FALL LOOKBOOK🍁가을 룩북 (ft. 올드머니룩) | 정우Jungwoo,https://www.youtube.com/watch?v=RADBjNUZnSc,10994,2022-08-23,0:12:06,219,정우Jungwoo
8348,가을메이크업🍂 | 겟레디윗미 ✨| 메이크업 | 웜톤메이크업🧡 | 봄웜메이크업🌷 | 학생메이크업 | 같이준비해요!! | GRWM,https://www.youtube.com/watch?v=XqP2_2u-6Kk,79023,2023-08-31,0:14:30,,정채
8349,고3 학교 브이로그🏫 | 학생브이로그✨ | 남녀공학 브이로그 | 24시간 브이로그 | 일상브이로그 | 메이크업 | VLOG💗,https://www.youtube.com/watch?v=Rk-lp4KtYHs,45020,2023-08-20,0:14:05,,정채
8350,고3 학교메이크업🤍 | 겟레디윗미 ✨| 메이크업 | 쿨톤메이크업💜 | 봄웜메이크업🌷 | 학생메이크업 | 같이준비해요!! | GRWM,https://www.youtube.com/watch?v=hw2qF1qhGBA,734715,2023-06-19,0:11:04,,정채
8351,MZ 핑크 메이크업💗 | 쿨톤메이크업💜 | 겟레디윗미 | 05년생 메이크업 | 속눈썹 강조 메이크업 | 올리브영 최애 블러셔✨,https://www.youtube.com/watch?v=k9j-bl_n338,619872,2023-01-25,0:10:00,,정채
8352,요즘하는 데일리 메이크업💗 | 겟레디윗미 | 05년생 메이크업 | 핑크메이크업✨| 고3메이크업 | 학생메이크업,https://www.youtube.com/watch?v=tE3DKuMKWNM,63395,2023-01-08,0:07:11,,정채
8353,05년생의 가을 데일리 메이크업💜 | 여쿨메이크업✨| 학생메이크업 | GRWM | 글리터메이크업 | 𝑪𝑶𝑶𝑳 𝑴𝑨𝑲𝑬𝑼𝑷  | 니트컬렉션 | 데이지크,https://www.youtube.com/watch?v=HEYR4yj_tlU,61875,2022-10-01,0:10:52,,정채
8354,05년생의뉴진스민지커버메이크업💛 | 첫사랑메이크업 | 시모먼트 |학생메이크업 | 데일리메이크업🫶🏻|겟레디윗미|웜톤메이크업| 데일리섀도우 |,https://www.youtube.com/watch?v=IaC6-dSzD4Y,22465,2022-09-03,0:10:50,,정채
8355,05년생의 과즙 촉촉 복숭아 메이크업🍑 | 봄웜메이크업🌸 | 코랄메이크업✨ | 웜톤메이크업 | 학생메이크업 | 데일리메이크업 | 데이지크 원브랜드,https://www.youtube.com/watch?v=OuPfHCqSFj0,452886,2022-08-05,0:10:50,,정채
8356,명품 유튜버의 아기룩북👶🏻📸 & 육아필수템 🍼소베맘 젖병세척기 리뷰,https://www.youtube.com/watch?v=V4mLWRshBcQ,5305,2023-08-26,0:12:10,,제시하다Jessiehada
8357,(출산 5주차) 산후 관리 시작했습니다. 신생아 뷰티 루틴도 보여드림 👀,https://www.youtube.com/watch?v=W8rRtmlWxTI,9313,2023-08-19,0:14:33,,제시하다Jessiehada
8358,𝗡𝗢광고❌ 삶의 질을 향상 시키는 육아 필수템 (👩🏻‍🦲신생아 𝒗𝒆𝒓.),https://www.youtube.com/watch?v=RFXhbDwKo-A,21913,2023-07-29,0:15:43,,제시하다Jessiehada
8359,[VLOG] 오랜만입니다. 출산 ~ 산후조리원 👨‍👩‍👦,https://www.youtube.com/watch?v=o7bc5jPq0PI,20624,2023-07-17,0:14:42,,제시하다Jessiehada
8360,왓츠인마이백👜 산후조리원 짐싸기 (한 달 치..),https://www.youtube.com/watch?v=qPoYLFsFweg,8671,2023-06-17,0:18:13,,제시하다Jessiehada
8361,"좋은 날에 태어나면 사주가 좋을까? 작명,택일...둘째?!",https://www.youtube.com/watch?v=oHBENtbe0Ro,7724,2023-06-10,0:15:00,,제시하다Jessiehada
8362,문의 넘 많아! 데일리 악세사리 𝟐𝟎𝟐𝟑𝐯𝐞𝐫🩶 후회 없는 실버 & 진주 소개!,https://www.youtube.com/watch?v=DCv3wduScFM,11360,2023-06-03,0:13:36,,제시하다Jessiehada
8363,"쇼핑하울🛒 만삭 때, 출산 후 입을 옷 미리 사는 나란 여자.......!  발렌티노 돌체앤가바나 뮈글러 가니 자라 h&m",https://www.youtube.com/watch?v=ZCXk6icih2s,8969,2023-05-24,0:13:33,,제시하다Jessiehada
8364,임신 하고 생긴😭 못생김 9종 세트 and 이에 대한 해결책?!,https://www.youtube.com/watch?v=gi68bWLM37A,9903,2023-05-18,0:13:35,,제시하다Jessiehada
8365,겨울쿨톤 겨울딥 립스틱💄존예 조합 추천 (가을딥 호환),https://www.youtube.com/watch?v=wAyJC-iT6ng,4982,2023-05-06,0:12:30,,제시하다Jessiehada
8366,부모님 선물추천 제시해드림🙌🏻 2만원 ~ 200만원대,https://www.youtube.com/watch?v=4Grt2Y1PGSc,20140,2023-04-29,0:13:52,,제시하다Jessiehada
8367,8만원대부터~상큼한🌸봄 디자이너 가방,https://www.youtube.com/watch?v=4MyOOx_dh7s,9213,2023-04-26,0:12:42,,제시하다Jessiehada
8368,제주 태교여행👨‍👩‍👦 왓츠인마이백 여행𝒗𝒆𝒓 I 임산부 모닝루틴,https://www.youtube.com/watch?v=VaaVxKUwxM8,7467,2023-04-22,0:23:23,,제시하다Jessiehada
8369,명품지갑 찾아요?제시의 선택은?👀👛 (20~80만원),https://www.youtube.com/watch?v=3T2zPU_Q4uI,19012,2023-04-15,0:14:15,,제시하다Jessiehada
8370,(임신7개월) stylish 일반복을 임부복으로 6착장🌋,https://www.youtube.com/watch?v=tVojXGC2mto,12914,2023-04-01,0:17:52,,제시하다Jessiehada
8371,하자 품고 산 #샤넬 🖤예쁘니까 봐준다!,https://www.youtube.com/watch?v=RsvmJ7IdZTs,13066,2023-03-23,0:06:00,,제시하다Jessiehada
8372,럭셔리 부엌에 뭐가 있을까? 🍽️ 명품그릇 잔뜩👀,https://www.youtube.com/watch?v=7uhXL-FsV_U,11474,2023-03-18,0:18:08,,제시하다Jessiehada
8373,이런 사람 손절 하고 이런 친구 가까이 둬요!,https://www.youtube.com/watch?v=hgfdIa2AwZ4,7136,2023-03-11,0:19:52,,제시하다Jessiehada
8374,(20만~90만원) 독.특.한 디자이너 가방👜 찾아요? #가방하울,https://www.youtube.com/watch?v=9PPo2BhmN0Y,28732,2023-02-25,0:16:19,,제시하다Jessiehada
8375,명품백 24개 월드컵🏆우승은?? 겨울쿨톤 미니백 러버 VS 가을웜톤 보부상👜 샤넬 디올 루이비통 셀린 프라다 #명품가방,https://www.youtube.com/watch?v=DS93hKb94xM,51802,2023-02-21,0:19:26,,제시하다Jessiehada
8376,🛍쇼핑 & 호캉스𝑽𝑳𝑶𝑮 샤넬 핑크백💖청담 핫플🍨 임산부 패션 + 영양제 + 속옷 + 선물 추천 + 스킨루틴 (생일기념👸🏻🎉),https://www.youtube.com/watch?v=S5nAZ2CsWUU,14179,2023-02-11,0:22:07,,제시하다Jessiehada
8377,임산부가 쓰는 헤어 제품 6가지🧖🏻‍♀️🏆 찰떡이 성별은?,https://www.youtube.com/watch?v=Sfa54fRuDVY,7020,2023-02-04,0:12:26,,제시하다Jessiehada
8378,명품 직구 하기 전 꼭 봐! 플랫폼 장단점.zip🔥 마이테레사 / 파페치 / 매치스패션 /젠테,https://www.youtube.com/watch?v=NRXDhlZKnUU,17209,2023-01-28,0:16:23,,제시하다Jessiehada
8379,레드❤ 명품가방 찾아요? [ 퍼스널컬러 ]에 맞는 레드백 찾기❗포인트 #명품가방,https://www.youtube.com/watch?v=WGG4Ts5qPUs,14527,2023-01-21,0:17:22,,제시하다Jessiehada
8380,(임신4개월) 임산부 패션𝗟𝗢𝗢𝗞𝗕𝗢𝗢𝗞🤰🏻배 나오고 부으면 어때?! 여전히 우리는 아름다운 여성이다💗,https://www.youtube.com/watch?v=Op5JiVQjq_U,15706,2023-01-12,0:10:31,,제시하다Jessiehada
8381,예쁜 임산부 패션 가이드🤰🏻필수템 하울 🛍 (발 편한! 디올 스니커즈 / 큰가슴 브라 / 슬리퍼),https://www.youtube.com/watch?v=zKg0i7VD2tA,16534,2023-01-06,0:11:35,,제시하다Jessiehada
8382,큰 명품 가방 찾아요? 👶🏻👜기저귀 가방 샀어요! (직장인 명품백),https://www.youtube.com/watch?v=uh-_qZI22n4,122708,2022-12-30,0:16:14,,제시하다Jessiehada
8383,2022결산🏆 4355만원 어치 👎🏻명품 후회템 VS 명품 잘샀템👍🏻,https://www.youtube.com/watch?v=5mJ3RIxXlow,69991,2022-12-25,0:16:14,,제시하다Jessiehada
8384,1만~8만원 센스 있는 연말 고급선물 🎁 까탈스러운 제시의 추천은?,https://www.youtube.com/watch?v=35S7TSTjPfA,14597,2022-12-17,0:11:19,,제시하다Jessiehada
8385,노산..유산2회...시험관...힘들게 가진 아기👶🏻 + 사주 타로 썰,https://www.youtube.com/watch?v=SQIzVciXq8I,51897,2022-12-08,0:18:09,,제시하다Jessiehada
8386,후회 없다! 까다로운 제시의 올영세일 추천템 𝐓𝐎𝐏𝟗 (모공커버 / 구강관리 / 임산부선물 / 1만원대 남자선물 etc.),https://www.youtube.com/watch?v=j8H3NmRGVp8,5484,2022-12-01,0:09:47,,제시하다Jessiehada
8387,[이벤트🎁마켓] 순~하게 모공 순삭! 청소하고 쪼이면 깐달걀🥚 짠!! 내돈내산 모공케어 화장품,https://www.youtube.com/watch?v=mBbL-HhXAnQ,6488,2022-11-26,0:08:18,,제시하다Jessiehada
8388,[이벤트🎁] 겨울 패딩 & 코트 이거 하나면 끝! (1+2 아우터 본 적 있나요?😲),https://www.youtube.com/watch?v=uQecOvLBylA,13366,2022-11-07,0:09:45,,제시하다Jessiehada
8389,뜨는 겨울가방 𝐓𝐎𝐏𝟐☃👜 5~7만원에 디자인까지💓 안 사면 후회! (가방 하울),https://www.youtube.com/watch?v=9V5okdIhw9M,67209,2022-10-23,0:09:57,,제시하다Jessiehada
8390,🍁가을 명품 신발 10배 예쁘게 신는 방법 (+🧦 양말 고르는 TIP) 로저비비에 미우미우 토즈,https://www.youtube.com/watch?v=udGBqSq1Xs0,11724,2022-10-20,0:13:39,,제시하다Jessiehada
8391,🍁가을 패션 하울 🛒장바구니템 공유해요 (더블유컨셉 𝗩𝗩𝗜𝗣의 선택은?),https://www.youtube.com/watch?v=HwUIlIzVZvo,12230,2022-10-15,0:13:31,,제시하다Jessiehada
8392,🤎갈색 명품 가방 찾아요? 까탈스러운 제시의 PICK은?,https://www.youtube.com/watch?v=Kj6FYJ0nkxk,36907,2022-10-01,0:18:08,,제시하다Jessiehada
8393,후회 없는 명품! 활용법 🍁가을룩북 으로 보여드려요 👀 펜디 디올 셀린 토즈 and 자라 (패션하울 / 명품하울),https://www.youtube.com/watch?v=bXQDD0PTSoI,15597,2022-09-24,0:10:42,,제시하다Jessiehada
8394,명품가방 소재별 관리법.zip 👜 예쁘게 잘~ 관리 하자고요!  (화이트백 / PVC / 벨벳 / 에나멜 / 패브릭),https://www.youtube.com/watch?v=iy6l-_T4jPs,12114,2022-09-17,0:12:14,,제시하다Jessiehada
8395,상황별 올블랙 패션🖤(with 최실장 님)스타일링 한 끗 차이 보여주겠으!👀,https://www.youtube.com/watch?v=sBRxzjY0yyU,30579,2022-09-11,0:14:14,,제시하다Jessiehada
8396,37세 초동안녀 사건?? 너 고소!! 선처 안 한 이야기😏 (유튜버 분들~ 참고하세요),https://www.youtube.com/watch?v=fif5aai5p2Q,17996,2022-09-03,0:15:46,,제시하다Jessiehada
8397,스메그 이런 것도 판다고?! 예신 친구랑 청담동 쇼핑🛍에르메스 그릇 / 가전 / 리빙템,https://www.youtube.com/watch?v=6X52B3LtoDU,12837,2022-08-26,0:17:00,,제시하다Jessiehada
8398,𝐙𝐀𝐑𝐀🐢 베이직 부터 화려함 까지~ 제시PICK! 자라 하울,https://www.youtube.com/watch?v=fSLet8jjXPM,18509,2022-08-24,0:13:33,,제시하다Jessiehada
8399,센스있는 직장인 출근룩! 친구 옷 입어봤어요😏 ft.바이도하,https://www.youtube.com/watch?v=R1xTqRzIetU,11851,2022-08-20,0:12:19,,제시하다Jessiehada
8400,평생 쭉~~받을 가성비 시술 𝗧𝗢𝗣𝟯 & 건성피부 인생템 𝟯개 마켓까지🛒,https://www.youtube.com/watch?v=JAToIPIPqZI,20492,2022-08-13,0:13:59,,제시하다Jessiehada
8401,"쿠션, 파데 𝟭𝟬𝟬개 있는 뷰드름 유튜버 인씨 인생템 𝗧𝗢𝗣𝟭𝟬 (프라이머, 커버력 높은 파데, 여름향수, 마스카라, 핏 예쁜 마스크 etc. ) 인씨 X 제시",https://www.youtube.com/watch?v=gD3S2O7M0hE,7674,2022-08-10,0:17:41,,제시하다Jessiehada
8402,깔끔하게 오래가는 요즘 여름 메이크업 💙,https://www.youtube.com/watch?v=GTbsxrW8RIg,9956,2023-07-23,0:13:44,237,제이시JAYCEE
8403,"눈썹 어떻게 연해졌어요?(no염색) 진한눈썹 연하게 다듬는법, 숱치는법, 결 살린 눈썹 만들기",https://www.youtube.com/watch?v=PFKvBjeRFfs,254046,2023-07-01,0:06:41,13465,제이시JAYCEE
8404,"무조건 사야하는 올리브영 한여름 찐찐 필수 추천템‼️국민템, 리뷰999+인정받은 랭킹아이템까지",https://www.youtube.com/watch?v=ILAY-wmcHZ8,7865,2023-05-31,0:11:48,161,제이시JAYCEE
8405,"""본투비"" 타고난 것처럼 티안나게 예뻐지는 방법✨내츄럴 메이크업ㅣNatural makeup",https://www.youtube.com/watch?v=wQGG_BjuXbU,12516,2023-05-24,0:13:00,326,제이시JAYCEE
8406,따라하면 피부화장 180도 바뀜! 메이크업 아티스트의 화잘먹 추천템 💁🏻‍♀️ 스킨케어+베이스 꿀조합,https://www.youtube.com/watch?v=wWdFoHHU4Ig,13503,2023-03-08,0:12:46,289,제이시JAYCEE
8407,"내돈내산💸 가뭄피부 구원해준 인생템 𝟕가지✨| 좁쌀&모공, 버짐, 목주름, 입술각질 등 극건성 수부지 추천템",https://www.youtube.com/watch?v=aTh14dUQqE8,31635,2023-02-26,0:12:52,722,제이시JAYCEE
8408,"아이라인 잘그리기 어렵다구요? 초보 맞춤🐣 붓펜/펜슬 아이라이너 쉽게 배우기 : 좌우대칭, 꼬리 빼는법, 타입 고르기, 끝까지 쓰는법 등",https://www.youtube.com/watch?v=gzxRSJ1iQO4,32749,2023-02-08,0:08:17,550,제이시JAYCEE
8409,"GRWM | 요즘 근황 : 그동안 영상을 찍지 않은 이유 | 우울감 극복하는법 , 다이어트 (feat.삭센다 부작용) 등등",https://www.youtube.com/watch?v=o0g_6dIxabg,21914,2022-10-23,0:12:28,590,제이시JAYCEE
8410,아이라인 그리면 눈이 더 작아보인다고요? 👀,https://www.youtube.com/watch?v=Vs1o7AKboz0,118356,2022-10-13,0:13:31,4430,제이시JAYCEE
8411,hoxy 들어 봤니...?👀 인생샷 100장 건지는 핑크 스모키 메이크업이라구 💘 PINK SMOKY MAKE UP | 제타ZETTA,https://www.youtube.com/watch?v=vxOgvFLI9FI,1254,2023-08-07,0:05:24,40,제타zetta
8412,VLOG 셀프인테리어 05 🎨 오래된 주방 시트지로 귀엽고 화사하게 만들기 🐥 에코필름 프렌치매트 & 퍼프시트지,https://www.youtube.com/watch?v=-CQjqLJoEtk,6740,2023-08-30,0:12:12,79,조니로그
8413,봄맞이 청소정리 vlog 🌼 진도코기 목욕했똘 🛁 침구 바꾸고 가구 배치 바꾸기 • 아이카사 vs 다이소 폴딩박스 비교 • 셀프인테리어 중간보고 📋,https://www.youtube.com/watch?v=0o75oBfqd0Y,3518,2023-04-18,0:15:03,49,조니로그
8414,VLOG 셀프인테리어 04 🛠 이번엔 천장 셀프페인트 🧑🏻‍🎨 굽도리 붙이고 베란다 캣도어 만들기 🐈‍⬛,https://www.youtube.com/watch?v=tP90xdqS_M8,9558,2023-04-07,0:12:59,105,조니로그
8415,VLOG 셀프인테리어 03 🛠 엉망진창 베란다 바꾸기! 벽면 올퍼티 & 바닥 고뫄스 방수처리 그리고 고양이 베란다 입성 🪟🐈‍⬛,https://www.youtube.com/watch?v=2PKTLOSM2Ms,9886,2023-03-13,0:09:12,119,조니로그
8416,"VLOG 셀프인테리어 02 🛠 내 꿈은 하얀 집이야, 구옥을 하얗게 만들 테다!! 걸레받이 신발장 셀프 페인팅 👩‍🎨🎨",https://www.youtube.com/watch?v=0JBOBjsTSnU,16185,2023-01-28,0:16:53,143,조니로그
8417,허둥지둥 셀프 이사하는 브이로그 🚛 대충 짐싸고 강아지 고양이랑 새 집 갑니다 moving vlog,https://www.youtube.com/watch?v=u7hERiuCzYQ,4352,2023-01-26,0:09:30,57,조니로그
8418,"VLOG 셀프인테리어 01 🛠 창고 같은 낡은 집 살만하게 바꾸기⎥벽지제거하고 도배하기까지, 벽지뜯는게 이렇게 힘든줄 몰랐어요 🤮",https://www.youtube.com/watch?v=QxMmS2z774k,30366,2023-01-19,0:17:22,217,조니로그
8419,"첫 자취 룸투어 🏠 강아지와 고양이 그리고 짐이 사는 투룸, 랜선 집들이⎥현실적인 맥시멀리스트 집",https://www.youtube.com/watch?v=-coMDyIMjRI,2323,2023-01-12,0:36:04,39,조니로그
8420,2022 연말결산 브이로그 💾 이케아 K펫페어 하울! 강아지들과 나들이 🐕 팝업스토어 & 아모레출근 일상까지 다 담은 vlog,https://www.youtube.com/watch?v=VVF8M7Mmsik,261,2022-12-31,0:32:12,9,조니로그
8421,댕냥이 택배 언박싱 🐕🐈‍⬛ 강아지&고양이 용품 간식 사료 하울⎥강아지대통령 고양이대통령 내돈내산,https://www.youtube.com/watch?v=V3SNnsIf_n4,575,2022-12-30,0:10:20,7,조니로그
8422,"SUB) vlog, 출산 후 첫 출근👩🏻‍💻,  드파운드 모델은 누구?👜 옹알이 시작한 60~80일 신생아 브이로그 👶🏻",https://www.youtube.com/watch?v=9GzzyMJyzXk,8769,2023-08-29,0:17:40,253,조돌월드JodolWorld
8423,"SUB) vlog, 출산 후 옷입기👖, 생후 두달 신생아 브이로그 👶🏻, 운전면허따기 도전 🚘, 강아지인형키링",https://www.youtube.com/watch?v=UGVRMgZHhgU,8381,2023-08-10,0:20:41,244,조돌월드JodolWorld
8424,"SUB) vlog, 생후 한달 신생아 본격 육아 브이로그 👶🏻, 산후도우미, 신생아 감기, 아기와 강아지",https://www.youtube.com/watch?v=_uNDqsoArF0,20673,2023-07-21,0:17:50,467,조돌월드JodolWorld
8425,SUB) 신생아를 처음 본 강아지 반응❤️ 아기와 강아지 👶🏻🐻,https://www.youtube.com/watch?v=cY-qxblHp6M,15926,2023-07-07,0:08:51,652,조돌월드JodolWorld
8426,"SUB) vlog, 여기는 천국..🪽조리원 브이로그,  단유에 대한 나의 생각🍼 출산 후 배크기",https://www.youtube.com/watch?v=X9qcdnlX10k,11617,2023-06-23,0:17:34,241,조돌월드JodolWorld
8427,"SUB) vlog, 출산 브이로그 👶🏻🔥 매운맛 제왕절개 리얼 후기&회복과정, 단유약",https://www.youtube.com/watch?v=5P8n7YzIn_8,39705,2023-06-09,0:24:17,539,조돌월드JodolWorld
8428,"SUB) VLOG, 출산 일주일전 브이로그🤰🏻, 37주 만삭 임산부 일상, 유기견 입양 가족 동창회🐶, 하얏트호텔 테판",https://www.youtube.com/watch?v=4I-4GDl8QMM,13069,2023-05-20,0:23:27,385,조돌월드JodolWorld
8429,"SUB) 5만원 이하 센스있는 선물 추천 🫶🏻 +이벤트🎁 (1만원대~ 가격대별 집들이 선물, 집꾸미기 소품)",https://www.youtube.com/watch?v=-kxqwt4Fy3s,8049,2023-05-12,0:06:32,114,조돌월드JodolWorld
8430,"SUB) 10만원대~30만원대까지 디자이너 브랜드 가방 6가지 하울 👜(드파운드, 루에브르, 에테, 플로르, 리멤버제인)",https://www.youtube.com/watch?v=_5TvgNnnais,13366,2023-05-05,0:11:37,168,조돌월드JodolWorld
8431,SUB) 임산부도 이쁘게 입을 수 있다구요🤰🏻 만삭 임산부 옷입기 꿀팁🍯  룩북 LOOKBOOK,https://www.youtube.com/watch?v=sPIkU2-koEU,8758,2023-04-28,0:08:29,134,조돌월드JodolWorld
8432,SUB) 애견동반 제주 여행 🐶✈️ 셀프 만삭사진 촬영 도전한 임신 31주차🤰🏻 강아지 비행기 탑승부터 숙소정보 모두 공유해요🌴,https://www.youtube.com/watch?v=JkFaZaj1zwc,11008,2023-04-23,0:28:50,381,조돌월드JodolWorld
8433,"SUB) vlog, 임신 29주차 생일주간 브이로그🤰🏻, 스토케 유모차부터 애착인형까지 출산 선물 추천 🐰, 임산부 머리하고 칸초강아지도 미용하기",https://www.youtube.com/watch?v=ybVFHl28vbI,12043,2023-04-10,0:20:02,312,조돌월드JodolWorld
8434,"SUB) 명품 부럽지 않은, 디자이너 브랜드 지갑 추천 👛 + EVENT",https://www.youtube.com/watch?v=8TFcTYcuFIM,25452,2023-03-27,0:08:28,430,조돌월드JodolWorld
8435,SUB) 명품지갑 잘산템 9가지👝 명품 입문템으로 추천하는 지갑 하울,https://www.youtube.com/watch?v=CR6x8yHZm9s,99159,2023-03-20,0:10:10,666,조돌월드JodolWorld
8436,"SUB) 명품하울💰 샤넬 프리미에르 시계🕰️, 코코크러쉬 귀걸이와 목걸이, 르메르 크루아상 지갑🥐, 마르지엘라 데님자켓",https://www.youtube.com/watch?v=oTBQImkb0l4,19348,2023-03-12,0:08:54,244,조돌월드JodolWorld
8437,SUB) PARIS VLOG 🇫🇷 23주 임산부 14시간 비행하기✈️ 맛집과 박물관 추천 파리 여행 브이로그,https://www.youtube.com/watch?v=xx2oExb5UyU,9904,2023-03-06,0:18:00,188,조돌월드JodolWorld
8438,SUB) 명품신발 잘산템 8가지👟 한번 사면 코디 뽕뽑는 로퍼와 운동화들,https://www.youtube.com/watch?v=Qwiryok22VQ,28574,2023-02-22,0:11:51,319,조돌월드JodolWorld
