,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수,채널명
823,"ENG) 지금 딱 입기좋은 1만원~5만원대 SPA브랜드 니트들🍇🍊🌰자라, H&M, 망고, 8seconds",https://www.youtube.com/watch?v=lwf1hNakWWI,8740,2022-10-06,0:08:39,,Ori오리의소비로그
824,"ENG) 겟레디윗미🙋‍♀️파우더룸 공개, 더현대 팝업 나가는 일상, 티셔츠추천👚👯9월의 출근길",https://www.youtube.com/watch?v=ht62IlylWDY,7739,2022-09-29,0:16:32,,Ori오리의소비로그
825,"ENG) 아시잖아요 저희 가을에 진심인거…아크로밧 오리 가을컬렉션🍁팝업프리뷰, 댓글이벤트, 재출시 아이템공개, 가을로퍼, 메리제인, 슬링백│가을신발, 가방들👞👜",https://www.youtube.com/watch?v=BI1ivvQEao0,19357,2022-09-15,0:13:11,,Ori오리의소비로그
826,"ENG) 평일낮에 서촌에서 쇼핑하는 부이로그🛍아모멘토, 런던베이글뮤지엄, 오에프알, 홈오브하이, 뉴발란스👯",https://www.youtube.com/watch?v=9Ca2QF87gv4,15751,2022-09-14,0:07:11,,Ori오리의소비로그
827,"ENG) 프로이직러 대기업 마케터의 가방속👀왓츠인마이백👜찐 출근템, 분크, 샤넬, 셀린느, 디올, 드래곤백, 필트│총 5번 이직한 사람의 이직팁은?",https://www.youtube.com/watch?v=otoZdgisOGk,75742,2022-09-12,0:08:12,,Ori오리의소비로그
828,"ENG) 근황보고🙌이제까지 산것들🛍아크로밧X오리 팝업예고, 투표해주세요🙋샤넬, 티파니, 미우미우, 마르니, 우영미, 운동화, 립스틱 등등..",https://www.youtube.com/watch?v=aP0y_3ES33I,20553,2022-08-30,0:17:09,,Ori오리의소비로그
829,쿨톤미 낭낭한 핑크 메이크업 | 살 빼서 입겠다던 그 옷.. -8kg 빼고 입음 |,https://www.youtube.com/watch?v=KZB338qFNlc,62119,2023-08-22,0:16:47,1098,Queen Solmee
830,"인스타 DM 폭주하는 패션템 모음✨| y2k 무드 , 실버백, etc..",https://www.youtube.com/watch?v=fWudDLPCxAc,15278,2023-08-13,0:12:25,406,Queen Solmee
831,열심히 술 마시는 다이어터🍺 음주 브이로그,https://www.youtube.com/watch?v=997HODCRAlg,17759,2023-08-05,0:20:27,468,Queen Solmee
832,"VLOG 뉴헤어!✨염색하고 신나는 일상 | 아디다스 가젤, 오퀸이랑 데이트, 존맛탱 크로와상",https://www.youtube.com/watch?v=_avDarMums4,29600,2023-07-31,0:19:20,727,Queen Solmee
833,"-10kg 다이어트 꿀템 모음zip | 야식 먹고 자도 부기 빼주는 영양제, 존맛 닭가슴살, 유산균, 무설탕 초코시리얼…etc",https://www.youtube.com/watch?v=vWu_Gf_zO6M,50021,2023-07-28,0:14:51,983,Queen Solmee
834,"GRWM 스트레스 안 받는 행복한 다이어트 , 지방흡입 ?",https://www.youtube.com/watch?v=al6-cEBFwt0,16962,2023-07-15,0:17:56,378,Queen Solmee
835,"n년동안 잘! 입은 운동복 추천💪🏻🔥 | 인생 브라탑, 숏레깅스",https://www.youtube.com/watch?v=ScCTw__WTKs,18375,2023-07-01,0:10:33,375,Queen Solmee
836,"VLOG 열심히 먹고 놀고 운동하는 다이어터 | 입술필러, 인모드 멍 주의😅",https://www.youtube.com/watch?v=QEEIuCC7Qoo,20339,2023-06-22,0:14:45,558,Queen Solmee
837,"-7kg 또, 다이어트? 요요 극복하는 방법",https://www.youtube.com/watch?v=Io4Bct_FGyU,82021,2023-05-19,0:11:49,2085,Queen Solmee
838,빵순이의 점심 모음. 살도 빠지는데 존맛탱 다이어트 레시피! f. 당근 라페,https://www.youtube.com/watch?v=Fday97gR7JY,24159,2023-05-12,0:13:05,714,Queen Solmee
839,"DIET VLOG | 공복 유산소 일주일! + 현실 식단 먹고도 살 빠짐 (마라탕, 삼겹살 ,소금빵, 등등..)",https://www.youtube.com/watch?v=xyKerkWkMBs,53712,2023-04-23,0:13:45,1080,Queen Solmee
840,VLOG ➊하체 운동하기  ➋고구마 과자 ➌햄버거 냠 ➍앞머리 못 기르는 병에 걸림,https://www.youtube.com/watch?v=E2GDuywVYY0,17154,2023-03-26,0:14:00,505,Queen Solmee
841,"이거 쓰면 하루가 더 행복해질걸?💕 향기템부터 잠옷까지! (접시, 슬립드레스, 사봉 스크럽, 구찌 향수, 우디향 바디워시)",https://www.youtube.com/watch?v=2_CQdE_MK4M,8404,2023-03-10,0:10:03,298,Queen Solmee
842,VLOG 나의 작고 소중한 소확행,https://www.youtube.com/watch?v=6ocwJeBXpDA,17439,2023-01-23,0:12:56,514,Queen Solmee
843,"GRWM 오퀸 생일파티 가는 날 | 나 자신을 믿는 법, 자신감&자존감 ,인간 관계",https://www.youtube.com/watch?v=ZiOJlsEasNU,19983,2022-12-16,0:15:07,471,Queen Solmee
844,VLOG 66kg의 쇼핑 | 새해 목표는?,https://www.youtube.com/watch?v=RSDui4W4ry4,32887,2022-12-10,0:14:50,720,Queen Solmee
845,내가 빡칠 때..(?)하는 것. 쉽게 멘탈 케어 하는 방법,https://www.youtube.com/watch?v=0VBxqY-1Txw,15376,2022-12-04,0:14:35,547,Queen Solmee
846,VLOG 아침 5시에 일어나서 공부하기,https://www.youtube.com/watch?v=mhLEDYmLWdY,26046,2022-11-26,0:14:53,818,Queen Solmee
847,살 빨리 빼는 방법 🔥,https://www.youtube.com/watch?v=aI_-BeCgE30,511966,2022-11-18,0:04:13,13088,Queen Solmee
848,GRWM+VLOG 플리마켓 하는 날! | 매일 쓰는 꿀템 가득💕 추측(?) 봄웜의 인생템 |,https://www.youtube.com/watch?v=dwztLbar5PY,30296,2022-10-08,0:19:28,781,Queen Solmee
849,"VLOG 뭔가 뿌듯한 알찬 하루 보내기😉 | 하루동안 먹은것들 | 관리의 날 ,붙임머리| 책읽기",https://www.youtube.com/watch?v=6jffhT3DXFk,21659,2022-09-30,0:12:59,705,Queen Solmee
850,VLOG 앞머리 잘랐는데요.. 마음에 안 듦😭 | 다이어트 두부 김밥 | 번아웃 극복하기 | 잘될 수밖에 없는 너에게 |,https://www.youtube.com/watch?v=yWCGWfI5mj0,25947,2022-09-23,0:14:11,781,Queen Solmee
851,"VLOG 무기력증, 번아웃 극복하기 | 플리마켓 준비 (우리 곧 만나쟈💕)",https://www.youtube.com/watch?v=eSGnIKePA60,26600,2022-09-16,0:15:49,867,Queen Solmee
852,"VLOG 살 빼서 '그 원피스' 입고 나감^_^ | 페어링룸 , 다이슨 롱베럴 레이어드컷 꿀팁 |",https://www.youtube.com/watch?v=FHx7X8OLIfw,84338,2022-08-05,0:13:44,1886,Queen Solmee
853,9월 빅 올영세일 전 미리 알려드리는 노광고 올리브영 추천템! 시덥잖은건 소개하지 않습니다.,https://www.youtube.com/watch?v=HuMZRu9uRww,55011,2023-08-29,0:19:25,466.0,SELFCARE 결
854,결쎄오의 24시간 ep1. 일과 삶의 통일,https://www.youtube.com/watch?v=wmHxRHPPeG4,2950,2023-08-17,0:13:33,64.0,SELFCARE 결
855,피부 상하기 전에! 휴양지 스킨케어 루틴 이대로만 해보세요.,https://www.youtube.com/watch?v=-ZQGTkLNMr0,5467,2023-07-18,0:15:31,128.0,SELFCARE 결
856,내돈내산 휴양지 필수템! 해외여행 갈때 이거 안보고 짐싸지마세요🛒,https://www.youtube.com/watch?v=1kalh-Z5VeQ,6374,2023-07-08,0:12:10,207.0,SELFCARE 결
857,괄사마사지의 정석 ep.3 상체 · 하체 · 복부마사지,https://www.youtube.com/watch?v=5B70DJDpmYg,70568,2023-03-23,0:17:05,679.0,SELFCARE 결
858,괄사마사지의 정석 ep.2 두피& 얼굴 마사지,https://www.youtube.com/watch?v=ov-vagowjDA,21055,2023-03-07,0:18:23,590.0,SELFCARE 결
859,괄사마사지의 정석 ep.1 데콜테& 윗가슴 마사지,https://www.youtube.com/watch?v=Ox2Ktavx8gU,18023,2023-03-01,0:16:35,,SELFCARE 결
860,2023년 셀프-케어 플랜 짜는법 알려드립니다✍️,https://www.youtube.com/watch?v=CYqKBz5U6kE,45172,2023-02-15,0:11:18,332.0,SELFCARE 결
861,판테놀 크림은 앞으로 이렇게 발라보세요. 놀라운 피부변화를 느끼실 거에요!,https://www.youtube.com/watch?v=e27eVqk5wG0,13446,2023-02-09,0:04:54,308.0,SELFCARE 결
862,"장벽회복에는 '판테놀'이 해답! 상황별, 제형별 판테놀크림 9종 추천드림 (+판테놀 연고 포함)",https://www.youtube.com/watch?v=1Hi1fNaEskg,37162,2023-01-30,0:12:04,508.0,SELFCARE 결
863,- 눈가주름 집중케어 - 단언컨대 4주만 하면 분명히 좋아져요!,https://www.youtube.com/watch?v=UiGvY5T5xjU,110816,2023-01-18,0:05:14,1325.0,SELFCARE 결
864,안보시면 후회할 2022년 기부박스템🎁 으로 저랑 스킨케어 하실래요? (63% 할인율& 역대급 라인업!!),https://www.youtube.com/watch?v=f7D-DR21He8,5696,2022-12-28,0:04:57,,SELFCARE 결
865,쫜쫜한 피부표현이 관건! 심플한 겨울 모닝 스킨케어⛄️,https://www.youtube.com/watch?v=zjHXVjuPlyQ,11473,2022-12-05,0:10:17,,SELFCARE 결
866,"반복되는 각질이 고민이라면 저의 보습제 추천, 믿고보셔도됩니다. 유리아쥬에서 이갈고 만든 新보습제 최초공개!",https://www.youtube.com/watch?v=xvdHBAX7QH8,13625,2022-11-19,0:09:40,,SELFCARE 결
867,"단돈 1,000원으로 어마어마한 효과! 앞으로 선크림,쿠션,파운데이션은 꼭 이렇게 발라보세요.",https://www.youtube.com/watch?v=Dxx1WD6gSSY,208192,2022-10-25,0:07:58,,SELFCARE 결
868,폐가수준의 화장실 ➡️ 호텔급 화장실로 리모델링! 뷰티 화장실 인테리어(feat. 사무실 확장 이전),https://www.youtube.com/watch?v=hMGavuYGFfQ,18020,2022-09-01,0:10:54,,SELFCARE 결
869,"바야흐로 초개인화 시대, 맞춤형 화장품 세가지를 받아보았더니..? (에센스/ 크림/ 립틴트)",https://www.youtube.com/watch?v=DWwJ-Dyh4FI,14588,2022-08-29,0:11:09,289.0,SELFCARE 결
870,대중목욕탕 6만원 vs 14만원 강남 1인 세신샵은 어떻게 다를까?,https://www.youtube.com/watch?v=cV_jzXQl-IA,38371,2022-08-16,0:10:14,,SELFCARE 결
871,나의 삶을 한층 Upgrade 시켜준 상반기 잘썼다템! #쿠팡 #올리브영 #스몰럭셔리 #2023결산템 🩵,https://www.youtube.com/watch?v=N6YVsIny5Ow,9771,2023-08-26,0:13:41,203,So Young
872,요즘근황 브이로그 ❤️ 연프 출연? 나의 과거? 인간 관계? 하루 먹방? and GRWM! 🎀,https://www.youtube.com/watch?v=zM1VG9BNVwk,14349,2023-08-12,0:18:10,286,So Young
873,3월일상모음zip/히피펌고데기/cider옷하울/요즘하는메이크업/엄마랑꽃이랑 나무사러/노탄수연어롤/레몬오이물,https://www.youtube.com/watch?v=FYHiBWAuDkA,13613,2023-03-10,0:14:18,217,So Young
874,"요즘 트렌드라는 건 다 사 본 봄옷 하울 👚👗👠 ZARA,구찌,낫유어로즈,그로브waar,etdemain, rrace, tillidie ..",https://www.youtube.com/watch?v=f5T0XcPWQ1k,15527,2023-02-28,0:07:50,214,So Young
875,드디어 마스크 해제!! 😷 모공을 싹싹 가려주는 역대급 쿠션 추천! 🤍 이벤트 있어요 😺 #인생템,https://www.youtube.com/watch?v=SNTIyai1C1A,11154,2023-02-11,0:08:03,165,So Young
876,"GRWM 요즘 하는 고민들, 생각들 같이 얘기하면서 나갈 준비 해요! ❤️‍🔥 #TMI #자존감회복? #요즘하는생각들#30대의끝자락 #2022년추천템",https://www.youtube.com/watch?v=b7OEXilHBDw,13994,2023-01-16,0:24:16,348,So Young
877,163cm/52kg 겨울 패션 하울 ❄️ Zara.난닝구.타임.더캐시미어. 같이 입어봐요 🤍,https://www.youtube.com/watch?v=gk7fQq17viU,16387,2022-11-25,0:11:16,359,So Young
878,24hr VLOG ❤️‍🩹 쇼핑하고 집밥 만들어 먹고 폴댄스 타다가 꿀피부 만들어 주는 홈케어 까지..🌟/코스트코.바나나브륄레.고양이간식.가을스킨케어.폴댄스 🍌,https://www.youtube.com/watch?v=PvgOMK3IuFw,14623,2022-10-29,0:17:51,226,So Young
879,나의 10월 추천템 / 이건꼭사세요쿠션.요즘립조합.가을향수.레그워머.예쁜니트.스커트추천 등등..,https://www.youtube.com/watch?v=nvE6y3_O-uU,14158,2022-10-18,0:14:03,282,So Young
880,마켓컬리 N년차의 재구매템/추천템 #건강하고 #맛있는 #다이어트간식 #최고의오트밀크를찾아서 #밀키트 #크래커 등등등,https://www.youtube.com/watch?v=BVvVrEzQZ04,29346,2022-10-02,0:22:08,432,So Young
881,ᴄʜᴀɴᴇʟ #요즘핫한 #신상 #샤넬레인부츠 #22백 하울 + #미국마트 #세포라 #traderjoes,https://www.youtube.com/watch?v=1mlrKfa3t1M,16756,2022-09-27,0:23:58,237,So Young
882,같이 메이크업 하고 가을 옷 입어봐요! 🍁 자라/cider/w컨셉/추천템/MBTI바뀜/우울증극복?/요즘하는생각들...,https://www.youtube.com/watch?v=yGeu7AAbQE4,17089,2022-09-07,0:32:05,306,So Young
883,나 혼자 산다 👩🏻 20평대 아파트 구경오세요! ❤️‍🔥 with 🐱🐱 #집사라이프 #랜선집들이,https://www.youtube.com/watch?v=QOaSUcr4Xnw,18535,2022-08-23,0:13:18,391,So Young
884,💜역시 짬바가 다르시네요.. 전 롬앤& 현 누즈 BM님의 파우치 전격 공개! (올영세일에서 놓치면 안 될! 누즈 신상컬러공개/향 이슈에 대해),https://www.youtube.com/watch?v=5fZI6tWcQ-E,27628,2023-08-31,0:31:43,482,SOLA솔아
885,🤷🏻‍♀️자존감? 타인에게서 삶의 원동력을 찾는? 사람 볼 때 팁! 이야기 하면서 같이 준비해요! (쿨톤가을메이크업/리뉴얼 네오쿠션/힌스신상),https://www.youtube.com/watch?v=nsIYtQDGWCY,13463,2023-08-26,0:15:10,367,SOLA솔아
886,뷰티MCN 4총사의 찐좋은 뷰티&생활템 추천 대방출 파우치? 가방공개!🫢(체지방10kg 감량템/겨울쿨추천템/직장인생활템/닥터탱글찐후기 등),https://www.youtube.com/watch?v=Mt2dMAB-u_M,32718,2023-08-22,0:20:22,516,SOLA솔아
887,구독자분들 파우치 찍다가 영업 당해버린 것들…💙 파우치 매거진 8월호(컨실러팔레트대전/오랜만에 아멜리/여름파데추천/데일리 틴트 등),https://www.youtube.com/watch?v=BBKEeGsBKps,23679,2023-08-15,0:15:43,493,SOLA솔아
888,🌫️ 21호 여름뮤트 구독자님의 남들이 안 쓰는 거 보여주고 싶었던(ㅋㅋ) 파우치 공개! (feat.나도 사야겠다..),https://www.youtube.com/watch?v=GCaHx4wHoqU,29293,2023-08-08,0:17:17,622,SOLA솔아
889,🥳쪼꼬미 INTJ 중앙대 홍보대사 구독자님의 귀여운 가방&아이템 공개와 대학생활에 관하여 (카라에서 유기견 입양/대학생 고민 등),https://www.youtube.com/watch?v=2wEL0FTvzBs,9166,2023-08-05,0:18:03,195,SOLA솔아
890,"🏃🏻‍♀️’나는 조금 더 불편하게 살기로 했다.’ 이야기 하며 같이 준비합시다! (레오제이 님,깡나 님,인보라 님,혜림쌤 제작 제품들/올리브영 신상 구매 후기)",https://www.youtube.com/watch?v=5qSZcpltBUA,23008,2023-08-01,0:18:33,503,SOLA솔아
891,🍁22호 가을웜소프트 뷰티 SNS 운영하시는 구독자님의 깔끔 그자체의 파우치 공개(갈웜솝들 제발 사주세요 이거..),https://www.youtube.com/watch?v=Rd5Iy8qp4D4,78790,2023-07-25,0:24:01,1850,SOLA솔아
892,"🙏🏻반 년만에 돌아온, 잘 먹고 잘 마시고 잘 노는 일상 브이로그 (서울 맛집/근교 카페/와인과 전통주)",https://www.youtube.com/watch?v=fIrs3bvDZVY,5359,2023-07-22,0:19:40,175,SOLA솔아
893,구독자분들 파우치 찍다가 영업 당해버린 것들...💜 파우치 매거진 7월호(홀리카 신상/쿨톤추천립스틱/지속력대박라이너/뮤드 립틴트/바이오던스 기초들),https://www.youtube.com/watch?v=5xCy1-N9pg8,24674,2023-07-18,0:12:28,372,SOLA솔아
894,🎹겨울쿨톤+서울예대 피아노 전공+13kg 다이어트 성공하신 구독자 님의 재밌는 썰 가득한 파우치+가방 공개!,https://www.youtube.com/watch?v=SMpHsrdHbwo,29089,2023-07-15,0:20:29,504,SOLA솔아
895,"봄웜 홍조가 고민이세요? 추천템, 꿀팁 들어갑니다🫶🏻 립 꿀조합까지! 민감+수부지 구독자님 파우치 공개! (+유튜버템 후기)",https://www.youtube.com/watch?v=t3g1DvQiLwk,30858,2023-07-08,0:24:39,605,SOLA솔아
896,🙅🏻‍♀️여자아이돌 스펙..? 결코 건강하지 않아요… 건강에 항시 대비하는 대학생 솔송이의 가방 공개! (가을+겨울 색조 섞어쓰기 / 면생리대 단점? 등),https://www.youtube.com/watch?v=phJ8rJsQ6rU,27110,2023-07-01,0:17:27,449,SOLA솔아
897,☀️열 많은 땀쟁이의 여름나기 필수템 추천 (두피케어 마켓공지/땀티슈/우양산 등),https://www.youtube.com/watch?v=5MSmzm_7jSI,13244,2023-06-27,0:10:59,259,SOLA솔아
898,"😎한 달치 재구매, 3통 째... 23년 상반기 페이보릿👍🏻 (진작 볼 걸../밀가루 줄이기?식단관리 추천템/위스키 추천/아마도 올해의 책 등)",https://www.youtube.com/watch?v=kXhcVdzSqYM,9081,2023-06-24,0:13:51,272,SOLA솔아
899,🎹 콘서트장에서 제발 안 그랬음 좋겠다… 탱구 콘서트 후기 이야기 하며 같이 준비해요! (여쿨정석템 메이크업/탱콘 베스트 무대 등),https://www.youtube.com/watch?v=0bXejNK_g78,10296,2023-06-20,0:18:24,200,SOLA솔아
900,😯구매인증합니다. 저 뭐 샀을까요? 올리브영몰 ‘신상’ 카테고리 같이 쇼핑해요! (쇼핑기준/믿고사는것들/6월 세일에 산 것들 등),https://www.youtube.com/watch?v=xO_NClyTvu0,9594,2023-06-17,0:09:57,215,SOLA솔아
901,🌈7년 만에 다시 받아보는 퍼스널 컬러.. 답은 이미 정해져 있어.. 그러나.. 궁금해.. (봄브라이트가 아니라../여쿨라 메이크업 제품 추천),https://www.youtube.com/watch?v=eMKfhtENieU,13376,2023-06-13,0:25:26,264,SOLA솔아
902,👀올영 세일 막바지! 이거 사셨어요..? 뭔가 먹는 것 위주인 것 같은 올영 구매템 체크! (재구매템/여름필수템 등),https://www.youtube.com/watch?v=bToPGgXCtdI,9520,2023-06-06,0:09:58,195,SOLA솔아
903,"👶🏻세상 모든 저자극 러버+아이 엄마들을 위한 구독자님의 가방공개! (산후우울, 번아웃 조언/당조절다이어터 과자추천/저자극치약칫솔/탈모샴푸 등)",https://www.youtube.com/watch?v=kfxdJTIX7UA,10193,2023-06-03,0:19:40,274,SOLA솔아
904,"😮‍💨쉽게 살면 재미없는 인생 이야기 하며 같이 준비해요! (지금 노잼인생, 힘듦 인생인 이유와 갖출 마인드/주관주의 노키즈존)",https://www.youtube.com/watch?v=gQRtj68pPuo,13104,2023-05-28,0:13:39,273,SOLA솔아
905,"💸위스키, 커피 안주(?)부터 먹고 있는 영양제까지, 최근에 사제낀 것들(인간사료, 원두구매, 여름운동바지, 실망템 등)",https://www.youtube.com/watch?v=APMWXuLI7l0,10755,2023-05-27,0:11:08,240,SOLA솔아
906,"🥰선생님.. 너무 귀여우시네요.. 여쿨 구독자님의 급발진 꿀템, 꿀팁 난무하는 영상(앞머리볼륨팁/헤어스프레이추천/여쿨립 등)",https://www.youtube.com/watch?v=N8XPVNLngZ4,39941,2023-05-23,0:17:07,998,SOLA솔아
907,✨에스쁘아 신상부터 무신사 뷰티브랜드 신상까지 all new items ! (더브로우 새로운 컬러/루나웨메 파운데이션/아임프롬 신상/오드타입 리뷰),https://www.youtube.com/watch?v=Sa19o7x5Wb0,15197,2023-05-20,0:13:02,245,SOLA솔아
908,"👜남의 가방 말고.. 오랜만에 돌아온 솔아의 찐 가방공개(제니구름가방, 루에브르 신상 가방 후기/맨날 들고 다니는 향수/책 추천 등)",https://www.youtube.com/watch?v=6NDASKT9rZk,28564,2023-05-13,0:14:26,501,SOLA솔아
909,"🧪향 브랜드 BM님의 찐(팩트,립만 있는) 파우치 공개와 향을 즐기는 방법들 (타입넘버 핸드크림/바디미스트 전체 리뷰,8월 신제품 스포, 로즈향제품추천)",https://www.youtube.com/watch?v=Ps9wa0KNy3E,13345,2023-05-09,0:18:41,252,SOLA솔아
910,"🩰발레전공자의 제니 어깨 만드는 루틴부터 마사지볼 추천까지 (일본여행기념품추천/겨울쿨 입문립/운동소도구,악세사리 등)",https://www.youtube.com/watch?v=eCRF5QqSr9s,23030,2023-05-06,0:16:56,509,SOLA솔아
911,"구독자분들 파우치 찍다가 영업 당해버린 것들...💜 파우치 매거진 4월호(샤넬,데이지크,에이오유 비교/하드포뮬러 대체품/에르보리앙 등)",https://www.youtube.com/watch?v=XCGOKFHQjjw,57514,2023-04-29,0:13:39,878,SOLA솔아
912,✨NEW✨ 올리브영 신상템! 어떻게 여기서 더 좋은게 나와...? (잡티각질한번에템/드디어잇츠스킨패드 등...),https://www.youtube.com/watch?v=uzkc-Qrs2JQ,18995,2023-04-25,0:14:05,308,SOLA솔아
913,🤔’나 얘랑 친했던거 맞나?’ 생각하게 됐던 이야기 하면서 같이 준비해요 (T들이 오히려 편해?/GBH 신상 색조/홀리카 마스카라 비교/변화와 성장),https://www.youtube.com/watch?v=ZpcgPQ1aVlU,16530,2023-04-22,0:18:18,308,SOLA솔아
914,🌸NEW 봄 신상템부터 머리~발끝까지 봄을 맞이하는 솔아pick 제품들! (신상 촉촉립/봄향수/솔아고데기법),https://www.youtube.com/watch?v=Xwq1fVPsZSU,21724,2023-04-18,0:12:20,441,SOLA솔아
915,☝🏻이거는 올영에서 사지 마시고… 5년차 뷰티앤헬스 고인물의 파우치 공개! (현 올리브영 알바생 추천템/초보자 추천 아이팔레트 등..),https://www.youtube.com/watch?v=DApIMDo9xAs,59599,2023-04-15,0:29:46,971,SOLA솔아
916,"🤭삼겹살 들어도, 땀 범벅이어도 번호 두 번 따인 향수(?)와 향수 관계자가 설명해주는 독보적인 향+향 보관, 사용 주의점까지!",https://www.youtube.com/watch?v=93M6zvArquU,174507,2023-04-11,0:23:02,3558,SOLA솔아
917,💚닥자 꿀템 어디까지 알고 있니?! 올영 추천템 닥터자르트 특집편💚(구독자파우치템/시카페어업그레이드/솔아픽프라이머),https://www.youtube.com/watch?v=xa3eDfQjB8M,14102,2023-04-04,0:10:48,172,SOLA솔아
918,현직 한의사가 알려주는 지압점부터 MZ 유행 어플..? 까지! 한의사 구독자님의 가방 공개! (목 결릴 때 지압/소화제/아이패드 에어 추천 등..),https://www.youtube.com/watch?v=d1Q7C5-5_wI,33336,2023-04-01,0:25:57,579,SOLA솔아
919,"🇦🇺수도도 아니면서 수도인 척 납득 완료, 호주 시드니의 5일 (또 동물원/시티 위주 일몰 추천/옷 쇼핑/바 추천 등)",https://www.youtube.com/watch?v=sOgLF-tTWNs,21738,2023-03-28,0:39:01,404,SOLA솔아
920,🐾호주 여행에서 느낀 것들 이야기 하며 클리오 새제품들로 같이 준비해요!🇦🇺(멜버른/시드니 차이점),https://www.youtube.com/watch?v=pMtIKgL5M5I,12543,2023-03-25,0:21:20,263,SOLA솔아
921,"🇦🇺유일하게 살고 싶었던 여행지, 호주 멜버른의 일주일 (멜번 주민 따라다니기/멜버른 3대 커피 후기/퍼핑빌리/페닌술라/동물원)",https://www.youtube.com/watch?v=t83kDZhFwMw,33410,2023-03-21,0:49:50,545,SOLA솔아
922,"여기 혹시 백화점 1층인가요? 지방시, 샤넬, 디올 매장 온 것 같은 구독자님의 파우치 공개!",https://www.youtube.com/watch?v=pOrV-6eBh-g,43612,2023-03-18,0:27:07,825,SOLA솔아
923,조말론에 이런 향도 있었어요? 여태 잘 안 나온 향수들과 호드백 많았던 향까지! 흔하지 않은 니치향수 추천🤎,https://www.youtube.com/watch?v=XkJNRkagMD4,15016,2023-03-11,0:10:40,290,SOLA솔아
924,✈️캐리어 없이 가는 호주 여행썰과 드라마 '사랑의 이해' 보면서 느낀 거 이야기 하며 같이 준비해요! (+내 이야기에 대한 부담?),https://www.youtube.com/watch?v=s9ZByimyBl8,16705,2023-03-04,0:17:30,315,SOLA솔아
925,"솔송이.. 대단하다..🫢 치과 몇 천만 원 쓴 치아템 추천, 병원어플 추천ㅣ괄사 인생 15년 추천 괄사ㅣ아토피, 건성 추천템 ㅣ효과 본 영양제 추천ㅣ보부상 가방",https://www.youtube.com/watch?v=wZrcQJHZjJs,121333,2023-02-28,0:18:00,4436,SOLA솔아
926,이 꿀템들 알고 유튜브 보고 계세요..?🍯 솔아의 최근 숨꿀템🍯(틴트리무버/new클오/립을 블러셔로 한방에/한옥느낌바디워시/열고데뷰러),https://www.youtube.com/watch?v=Pys8i4aGmrs,16521,2023-02-25,0:10:44,310,SOLA솔아
927,"💙3년 만에 2박 3일 부산 여행 (부산민 추천 맛집ㅣ이모카세ㅣ해운대, 광안리, 기장, 부산역ㅣ위스키 입문ㅣ해변열차)",https://www.youtube.com/watch?v=9n-hMrOeTR4,21896,2023-02-21,0:21:19,337,SOLA솔아
928,멋지다 박연진👏🏻 또 영업 당했네.. 최근에 올영에서 구매한 재구매&영업템(내가 쟁인템/구독자님&혜림쌤 영업템),https://www.youtube.com/watch?v=XQe2d_RUeBQ,24040,2023-02-14,0:09:34,387,SOLA솔아
929,고가 화장품만큼 좋은데 이 가격은 진짜…🫢 해외 제품 다수 써보신 구독자님의 파우치 공개! (샤넬기초부터 라메르쿠션까지),https://www.youtube.com/watch?v=bp_mV5plqXg,64282,2023-02-11,0:24:41,1183,SOLA솔아
930,🫶🏻한 번 쓰고 손이 가서 계속 쓰게 되는 솔아PICK #계속템들.. 폼 미쳤다..(데이지크/디올+더샘 컨실러 비교),https://www.youtube.com/watch?v=PlpdJpIGEEM,22735,2023-02-07,0:13:25,357,SOLA솔아
931,파우치 찍다가 영업 당해버린 것들...💜 파우치 매거진 1월호(뷰티MCN직원분/크리에이터 채원(씨큐)),https://www.youtube.com/watch?v=Q8TsIvKI3pE,45930,2023-02-04,0:11:29,738,SOLA솔아
932,ISFJ 통번역대학원생의 통역사 필수펜부터 목관리 꿀템까지 추천 총집합! (영어공부법/코피 달고 사는 이의 꿀템../상쾌한 아이템들),https://www.youtube.com/watch?v=tlJXjkl_LQM,31707,2023-01-31,0:27:27,630,SOLA솔아
933,"vlog 〰️23년 새해다운, 새로운 것들 가득한 브이로그 (프로젝트 화보촬영/아산파라다이스도고카라반/잠실,압구정,서촌 맛집들)",https://www.youtube.com/watch?v=BdNjgMbWwsU,5577,2023-01-28,0:20:44,153,SOLA솔아
934,‘나는 왜 나를 못 잡아먹어서 안달일까?’ 이야기 하며 같이 준비해요! (솔아tmi 가득/나아졌던 경험들/성인애착유형검사),https://www.youtube.com/watch?v=jyrvDMwPGko,20174,2023-01-21,0:28:07,498,SOLA솔아
935,"구 올리브영, 곧 코스메틱브랜드 입사 예정 구독자님의 진정성 200% 파우치 공개! (속눈썹에 진심인../릴리바이레드 봐주세요..)",https://www.youtube.com/watch?v=Fi6bpTVx3KI,90656,2023-01-17,0:24:51,1753,SOLA솔아
936,"새해의 꽃말은 '관리다짐'...💪🏻 2023년 새해 관리 추천템!! 근데 이제 올리브영에서 다 살 수 있는! (트리트먼트, 패드, 한끼 쉐이크, 단백질바)",https://www.youtube.com/watch?v=3b7hg6zzCZ8,51377,2023-01-10,0:13:18,306,SOLA솔아
