,Unnamed: 0,유투버,월,연도,평균 조회수,평균 영상 좋아요 수,영상개수,구독자,구독자 성장율,감성점수,평균_영상간격,null_지속,충성시청자_비율,구독자점수,조회수점수,충성도점수
1886,1886,아름하다,9,2022,10825.28571428571,138.1428571428571,7,35300.0,1.008571428571429,0.7043828286638307,4.0,0,0.1981132075471698,6.0,9.0,8.0
1887,1887,아름하다,10,2022,18491.16666666667,351.0,6,35900.0,1.0169971671388105,0.7532007030842843,4.8,0,0.1440677966101695,6.0,12.0,6.0
1888,1888,아름하다,11,2022,63675.5,1278.6,10,37100.0,1.033426183844011,0.613202661737404,2.666666666666667,0,0.1056701030927835,6.0,15.0,6.0
1889,1889,아름하다,12,2022,15149.9,288.0,10,39900.0,1.0754716981132075,0.665967120058033,3.0,0,0.2424242424242424,9.0,9.0,8.0
1890,1890,아름하다,1,2023,101004.5,1842.9,10,42700.0,1.0701754385964912,0.757007530446879,3.0,0,0.0646153846153846,9.0,15.0,4.0
1891,1891,아름하다,2,2023,15409.125,247.875,8,44600.0,1.044496487119438,0.7044927567092295,3.714285714285714,0,0.2569832402234637,9.0,9.0,8.0
1892,1892,아름하다,3,2023,21159.55555555555,398.4444444444445,9,46500.0,1.0426008968609866,0.7132851784546628,3.25,0,0.2485714285714285,9.0,12.0,8.0
1893,1893,아름하다,4,2023,18668.16666666667,331.0,6,47300.0,1.0172043010752687,0.7629653826324955,3.2,0,0.1879194630872483,9.0,12.0,8.0
1894,1894,아름하다,5,2023,103164.0,2314.709844835998,9,57200.0,1.2093023255813953,0.7475261054366291,3.75,0,0.1007751937984496,9.0,15.0,4.0
1895,1895,아름하다,6,2023,17423.125,346.1890973799594,8,60800.0,1.062937062937063,0.7074784945724601,3.571428571428572,0,0.2210144927536232,9.0,12.0,8.0
1896,1896,아름하다,7,2023,49351.4,980.5885350898492,10,63400.0,1.042763157894737,0.6512364268302917,3.111111111111111,0,0.1524822695035461,9.0,15.0,6.0
1897,1897,아름하다,8,2023,6986.5,138.8183881390443,6,65100.0,1.026813880126183,0.7700654152963983,4.8,0,0.0925925925925925,9.0,6.0,4.0
1898,1898,아옳이,8,2022,429177.0,5097.75,4,665000.0,1.0,0.6527765635360485,7.0,0,0.1125319693094629,15.0,15.0,6.0
1899,1899,아옳이,9,2022,486663.0,5569.0,2,664000.0,0.9984962406015038,0.7635638631019694,11.0,0,0.0945945945945946,15.0,15.0,4.0
1900,1900,아옳이,10,2022,372822.5,4267.5,2,663000.0,0.9984939759036144,0.7866926468224217,3.0,0,0.0828025477707006,15.0,15.0,4.0
1901,1901,아옳이,11,2022,378829.6,3938.2,5,661000.0,0.9969834087481146,0.7325057139650849,5.0,0,0.0675830469644902,15.0,15.0,4.0
1902,1902,아옳이,12,2022,1314365.0,13159.0,2,660000.0,0.9984871406959152,0.776512370991844,10.0,0,0.0479573712255772,15.0,15.0,4.0
1903,1903,아옳이,1,2023,6454220.0,156133.0,1,732000.0,1.1090909090909091,0.7985095957448033,,1,0.0084033613445378,15.0,15.0,2.0
1904,1904,아옳이,2,2023,1241273.0,28927.0,1,744000.0,1.0163934426229508,0.7784520147551097,,2,0.0084033613445378,15.0,15.0,2.0
1905,1905,아옳이,3,2023,757633.3333333334,12990.66666666667,3,747000.0,1.0040322580645162,0.7642809168306897,10.5,0,0.0415860735009671,15.0,15.0,2.0
1906,1906,아옳이,4,2023,441740.0,7445.0,3,746000.0,0.998661311914324,0.7614968795041313,6.0,0,0.1151079136690647,15.0,15.0,6.0
1907,1907,아옳이,5,2023,621935.4,10711.8,5,755000.0,1.0120643431635388,0.7537705676756469,6.25,0,0.0822784810126582,15.0,15.0,4.0
1908,1908,아옳이,6,2023,328379.4,5557.0,5,755000.0,1.0,0.6356545746915155,4.75,0,0.1270670147954743,15.0,15.0,6.0
1909,1909,아옳이,7,2023,353770.6666666667,5798.0,3,754000.0,0.9986754966887416,0.7261684963175365,11.5,0,0.0834340991535671,15.0,15.0,4.0
1910,1910,아옳이,8,2023,260016.3333333333,4998.666666666667,3,754000.0,1.0,0.7295688478201744,6.0,0,0.0737179487179487,15.0,15.0,4.0
1911,1911,아이엠맹,8,2022,636160.0,23525.0,1,142000.0,1.1007751937984496,0.4727395979059532,,1,0.0,12.0,15.0,2.0
1912,1912,아이엠맹,9,2022,,,0,147000.0,1.0352112676056338,,,2,,12.0,0.0,0.0
1913,1913,아이엠맹,10,2022,,,0,150000.0,1.020408163265306,,,3,,12.0,0.0,0.0
1914,1914,아이엠맹,11,2022,637341.0,28064.0,2,161000.0,1.0733333333333333,0.5519891080254776,18.0,0,0.062730627306273,12.0,15.0,4.0
1915,1915,아이엠맹,12,2022,,,0,169000.0,1.049689440993789,,,1,,12.0,0.0,0.0
1916,1916,아이엠맹,1,2023,424978.0,14866.0,1,176000.0,1.0414201183431953,0.661117572460743,,2,0.0,12.0,15.0,2.0
1917,1917,아이엠맹,2,2023,1324231.0,42844.5,2,205000.0,1.1647727272727273,0.5260308683482319,5.0,0,0.0355029585798816,12.0,15.0,2.0
1918,1918,아이엠맹,3,2023,,,0,227000.0,1.1073170731707318,,,1,,15.0,0.0,0.0
1919,1919,아이엠맹,4,2023,,,0,241000.0,1.0616740088105727,,,2,,15.0,0.0,0.0
1920,1920,아이엠맹,5,2023,93855.0,3062.0,2,252000.0,1.045643153526971,0.6199061043516418,4.0,0,0.0714285714285714,15.0,15.0,4.0
1921,1921,아이엠맹,6,2023,,,0,266000.0,1.0555555555555556,,,1,,15.0,0.0,0.0
1922,1922,아이엠맹,7,2023,,,0,276000.0,1.037593984962406,,,2,,15.0,0.0,0.0
1923,1923,아이엠맹,8,2023,,,0,284000.0,1.0289855072463767,,,3,,15.0,0.0,0.0
1924,1924,안녕설기,8,2022,1623.0,32.18841028819337,1,23100.0,1.0,0.8241207003593445,,1,0.0,6.0,3.0,2.0
1925,1925,안녕설기,9,2022,2509.0,49.76014874496437,1,23100.0,1.0,0.609028734266758,,2,0.0,6.0,3.0,2.0
1926,1926,안녕설기,10,2022,4303.0,85.33994422063837,2,23000.0,0.9956709956709956,0.6867667563033827,16.0,0,0.0625,6.0,6.0,4.0
1927,1927,안녕설기,11,2022,15790.33333333333,313.1643425265985,3,23000.0,1.0,0.7793261405566464,10.5,0,0.064516129032258,6.0,12.0,4.0
1928,1928,안녕설기,12,2022,3014.0,59.77564301208553,1,23100.0,1.0043478260869565,0.6292646852406588,,1,0.2,6.0,6.0,8.0
1929,1929,안녕설기,1,2023,5002.5,99.2128912302448,2,23100.0,1.0,0.6297236664427651,10.0,0,0.0833333333333333,6.0,6.0,4.0
1930,1930,안녕설기,2,2023,1167.333333333333,23.15132734221671,3,23200.0,1.0043290043290043,0.4042043586572011,6.5,0,0.1428571428571428,6.0,3.0,6.0
1931,1931,안녕설기,3,2023,703.6666666666666,13.95558310091933,3,23200.0,1.0,0.3605790585279464,15.0,0,0.5,6.0,3.0,10.0
1932,1932,안녕설기,4,2023,10894.75,216.0718933994422,4,23300.0,1.0043103448275863,0.8497569241694042,7.333333333333333,0,0.1,6.0,9.0,4.0
1933,1933,안녕설기,5,2023,19892.66666666667,394.5245325896085,3,23400.0,1.0042918454935623,0.6859912379221482,9.0,0,0.0476190476190476,6.0,12.0,4.0
1934,1934,안녕설기,6,2023,13493.5,267.612023551286,2,23900.0,1.0213675213675213,0.8038123219259201,9.0,0,0.0425531914893617,6.0,9.0,2.0
1935,1935,안녕설기,7,2023,17559.66666666667,348.2549323417002,3,23900.0,1.0,0.8527812630357877,9.0,0,0.0344827586206896,6.0,12.0,2.0
1936,1936,안녕설기,8,2023,770.5,15.28106600557794,2,24100.0,1.00836820083682,0.6705082141690784,21.0,0,0.1,6.0,3.0,4.0
1937,1937,안녕영경,8,2022,7245.2,125.6,5,30200.0,1.0066666666666666,0.6592100246747334,7.0,0,0.1025641025641025,6.0,6.0,6.0
1938,1938,안녕영경,9,2022,4662.0,96.5,2,30300.0,1.0033112582781456,0.5824437386849347,12.0,0,0.0769230769230769,6.0,6.0,4.0
1939,1939,안녕영경,10,2022,15423.0,234.0,2,30600.0,1.00990099009901,0.604774925341973,9.0,0,0.1538461538461538,6.0,9.0,6.0
1940,1940,안녕영경,11,2022,7611.5,132.0,2,30700.0,1.0032679738562091,0.7278695328291073,9.0,0,0.2083333333333333,6.0,9.0,8.0
1941,1941,안녕영경,12,2022,4319.5,70.5,2,30700.0,1.0,0.6453367453632932,0.0,0,0.1875,6.0,6.0,8.0
1942,1942,안녕영경,1,2023,6264.333333333333,109.0,3,30700.0,1.0,0.6035759629387605,8.0,0,0.074074074074074,6.0,6.0,4.0
1943,1943,안녕영경,2,2023,4936.0,79.0,1,30700.0,1.0,0.7136215746402741,,1,0.0909090909090909,6.0,6.0,4.0
1944,1944,안녕영경,3,2023,6702.25,149.25,4,30600.0,0.996742671009772,0.6627156150341034,10.0,0,0.2258064516129032,6.0,6.0,8.0
1945,1945,안녕영경,4,2023,4633.5,94.0,2,30600.0,1.0,0.7786778965417076,15.0,0,0.1176470588235294,6.0,6.0,6.0
1946,1946,안녕영경,5,2023,4297.333333333333,91.5,6,30500.0,0.9967320261437908,0.7327011054033762,4.0,0,0.1627906976744186,6.0,6.0,8.0
1947,1947,안녕영경,6,2023,3888.25,66.5,4,30500.0,1.0,0.7773563094933827,8.666666666666666,0,0.1388888888888889,6.0,6.0,6.0
1948,1948,안녕영경,7,2023,4759.25,101.75,4,30400.0,0.99672131147541,0.7200553993160805,4.666666666666667,0,0.1538461538461538,6.0,6.0,6.0
1949,1949,안녕영경,8,2023,,,0,30400.0,1.0,,,1,,6.0,0.0,0.0
1950,1950,안녕하새은,8,2022,122004.5,2690.75,4,344000.0,1.0087976539589445,0.6895463592241722,7.666666666666667,0,0.1774193548387097,15.0,15.0,8.0
1951,1951,안녕하새은,9,2022,63902.66666666666,1480.666666666667,3,346000.0,1.005813953488372,0.7449960082769393,10.0,0,0.1490384615384615,15.0,15.0,6.0
1952,1952,안녕하새은,10,2022,90811.25,3524.25,4,347000.0,1.0028901734104043,0.7674481046286126,5.666666666666667,0,0.1030927835051546,15.0,15.0,6.0
1953,1953,안녕하새은,11,2022,87649.75,2072.25,4,352000.0,1.014409221902017,0.6693294543019008,5.0,0,0.1465295629820051,15.0,15.0,6.0
1954,1954,안녕하새은,12,2022,78564.83333333333,1551.166666666667,6,353000.0,1.0028409090909092,0.6590700035477862,5.6,0,0.1612903225806451,15.0,15.0,8.0
1955,1955,안녕하새은,1,2023,271741.5,5253.5,2,359000.0,1.0169971671388105,0.6931123477014558,5.0,0,0.0726256983240223,15.0,15.0,4.0
1956,1956,안녕하새은,2,2023,46171.75,1012.0,4,359000.0,1.0,0.6017160594463349,8.0,0,0.1284046692607003,15.0,15.0,6.0
1957,1957,안녕하새은,3,2023,43387.66666666666,1121.333333333333,3,361000.0,1.0055710306406684,0.779112711887468,12.0,0,0.1779661016949152,15.0,15.0,8.0
1958,1958,안녕하새은,4,2023,55677.0,1423.5,2,361000.0,1.0,0.6909513851529674,6.0,0,0.1058823529411764,15.0,15.0,6.0
1959,1959,안녕하새은,5,2023,59901.66666666666,876.0,3,361000.0,1.0,0.8298714826093659,7.0,0,0.1048951048951049,15.0,15.0,6.0
1960,1960,안녕하새은,6,2023,39152.5,765.75,4,361000.0,1.0,0.7447296683184849,7.333333333333333,0,0.1342592592592592,15.0,15.0,6.0
1961,1961,안녕하새은,7,2023,56357.33333333334,1100.333333333333,3,361000.0,1.0,0.7026467903031396,13.0,0,0.0952380952380952,15.0,15.0,4.0
1962,1962,안녕하새은,8,2023,33884.25,682.5,4,361000.0,1.0,0.7183330661263959,8.666666666666666,0,0.1489361702127659,15.0,12.0,6.0
1963,1963,애슐리Ashley,8,2022,,,0,27500.0,inf,,,13,,6.0,0.0,0.0
1964,1964,애슐리Ashley,9,2022,,,0,27600.0,0.997163120567376,,,14,,6.0,0.0,0.0
1965,1965,애슐리Ashley,10,2022,435.0,15.0,1,27700.0,0.9943100995732574,0.5022375664927743,,15,0.0,6.0,3.0,2.0
1966,1966,애슐리Ashley,11,2022,,,0,27800.0,0.9985693848354792,,,16,,6.0,0.0,0.0
1967,1967,애슐리Ashley,12,2022,,,0,27800.0,0.998567335243553,,,17,,6.0,0.0,0.0
1968,1968,애슐리Ashley,1,2023,,,0,28000.0,0.9985652797704448,,,18,,6.0,0.0,0.0
1969,1969,애슐리Ashley,2,2023,,,0,28200.0,0.9985632183908046,,,19,,6.0,0.0,0.0
1970,1970,애슐리Ashley,3,2023,,,0,28300.0,0.9971223021582734,,,20,,6.0,0.0,0.0
1971,1971,애슐리Ashley,4,2023,,,0,28400.0,0.9971139971139972,,,21,,6.0,0.0,0.0
1972,1972,애슐리Ashley,5,2023,,,0,28500.0,0.9971056439942112,,,22,,6.0,0.0,0.0
1973,1973,애슐리Ashley,6,2023,,,0,28600.0,0.9985486211901308,,,23,,6.0,0.0,0.0
1974,1974,애슐리Ashley,7,2023,,,0,28500.0,0.998546511627907,,,24,,6.0,0.0,0.0
1975,1975,애슐리Ashley,8,2023,,,0,28500.0,0.9956331877729258,,,25,,6.0,0.0,0.0
1976,1976,엄마의 보물창고,8,2022,,,0,13300.0,1.015267175572519,,,3,,6.0,0.0,0.0
1977,1977,엄마의 보물창고,9,2022,67311.0,716.0,1,13400.0,1.0075187969924813,0.6037370623374472,,4,0.04,6.0,15.0,2.0
1978,1978,엄마의 보물창고,10,2022,12878.0,224.0,1,13800.0,1.0298507462686568,0.6602163597157127,,5,0.0,6.0,9.0,2.0
1979,1979,엄마의 보물창고,11,2022,,,0,13900.0,1.0072463768115942,,,6,,6.0,0.0,0.0
1980,1980,엄마의 보물창고,12,2022,,,0,13900.0,1.0,,,7,,6.0,0.0,0.0
1981,1981,엄마의 보물창고,1,2023,,,0,13900.0,1.0,,,8,,6.0,0.0,0.0
1982,1982,엄마의 보물창고,2,2023,,,0,13900.0,1.0,,,9,,6.0,0.0,0.0
1983,1983,엄마의 보물창고,3,2023,,,0,13900.0,1.0,,,10,,6.0,0.0,0.0
1984,1984,엄마의 보물창고,4,2023,,,0,13900.0,1.0,,,11,,6.0,0.0,0.0
1985,1985,엄마의 보물창고,5,2023,,,0,14000.0,1.0071942446043165,,,12,,6.0,0.0,0.0
1986,1986,엄마의 보물창고,6,2023,,,0,14000.0,1.0,,,13,,6.0,0.0,0.0
1987,1987,엄마의 보물창고,7,2023,,,0,14000.0,1.0,,,14,,6.0,0.0,0.0
1988,1988,엄마의 보물창고,8,2023,,,0,14100.0,1.0071428571428571,,,15,,6.0,0.0,0.0
1989,1989,에센스룸,8,2022,25735.9,322.6,10,45400.0,1.0156599552572707,0.6052623228849792,3.222222222222222,0,0.2028985507246377,9.0,12.0,8.0
1990,1990,에센스룸,9,2022,23476.66666666667,327.0,9,46000.0,1.013215859030837,0.733537162475292,2.875,0,0.1847826086956521,9.0,12.0,8.0
1991,1991,에센스룸,10,2022,23788.66666666667,283.4166666666667,12,46500.0,1.0108695652173914,0.6286717778223718,2.636363636363636,0,0.2905405405405405,9.0,12.0,8.0
1992,1992,에센스룸,11,2022,20178.28571428572,248.4285714285714,7,46800.0,1.0064516129032255,0.6726149819981566,4.333333333333333,0,0.2438016528925619,9.0,12.0,8.0
1993,1993,에센스룸,12,2022,23830.75,328.875,8,47100.0,1.0064102564102564,0.6115952571603329,4.0,0,0.2163265306122449,9.0,12.0,8.0
1994,1994,에센스룸,1,2023,28157.0,378.3333333333333,3,47400.0,1.0063694267515924,0.6584098277015258,9.0,0,0.2012195121951219,9.0,12.0,8.0
1995,1995,에센스룸,2,2023,25648.16666666667,409.1666666666667,6,47600.0,1.0042194092827004,0.6422888264772995,3.6,0,0.244360902255639,9.0,12.0,8.0
1996,1996,에센스룸,3,2023,30648.0,351.3333333333333,6,48200.0,1.012605042016807,0.6232680369989955,5.2,0,0.1229235880398671,9.0,12.0,6.0
1997,1997,에센스룸,4,2023,24123.0,316.5,4,48400.0,1.004149377593361,0.5961964528894785,4.0,0,0.1790123456790123,9.0,12.0,8.0
1998,1998,에센스룸,5,2023,17821.6,330.2,5,48700.0,1.006198347107438,0.5957423246166788,7.0,0,0.15625,9.0,12.0,8.0
1999,1999,에센스룸,6,2023,17639.0,287.5,4,48800.0,1.002053388090349,0.6116160212627636,4.0,0,0.1568627450980392,9.0,12.0,8.0
2000,2000,에센스룸,7,2023,22444.57142857143,369.4285714285714,7,48900.0,1.0020491803278688,0.6806975915564556,3.666666666666667,0,0.2153465346534653,9.0,12.0,8.0
2001,2001,에센스룸,8,2023,16785.33333333333,273.6666666666667,3,49000.0,1.0020449897750512,0.6455450168677739,15.0,0,0.09375,9.0,12.0,4.0
2002,2002,에이프롬,8,2022,83756.8,1107.2,5,192000.0,1.0052356020942408,0.7590497125367649,3.75,0,0.172106824925816,12.0,15.0,8.0
2003,2003,에이프롬,9,2022,76865.33333333333,1081.5,6,195000.0,1.015625,0.789458258750218,5.2,0,0.2394736842105263,12.0,15.0,8.0
2004,2004,에이프롬,10,2022,98959.0,1423.333333333333,3,197000.0,1.0102564102564102,0.7557758431510043,6.5,0,0.1844660194174757,12.0,15.0,8.0
2005,2005,에이프롬,11,2022,43964.0,495.1428571428572,7,199000.0,1.0101522842639594,0.7754286633028169,3.833333333333333,0,0.322289156626506,12.0,15.0,10.0
2006,2006,에이프롬,12,2022,41460.25,595.5,4,199000.0,1.0,0.7409173569662107,6.333333333333333,0,0.3209876543209876,12.0,15.0,10.0
2007,2007,에이프롬,1,2023,64383.0,1054.75,4,199000.0,1.0,0.7476258213818073,7.333333333333333,0,0.1384615384615384,12.0,15.0,6.0
2008,2008,에이프롬,2,2023,38092.33333333334,572.3333333333334,3,200000.0,1.0050251256281406,0.6960032609831385,12.5,0,0.3333333333333333,12.0,15.0,10.0
2009,2009,에이프롬,3,2023,57637.75,1048.25,4,201000.0,1.005,0.7388367001444865,7.0,0,0.216867469879518,12.0,15.0,8.0
2010,2010,에이프롬,4,2023,52646.2,750.4,5,204000.0,1.0149253731343284,0.7741178793952479,4.5,0,0.2170542635658914,12.0,15.0,8.0
2011,2011,에이프롬,5,2023,110975.2,2113.6,5,215000.0,1.053921568627451,0.7650268077588458,5.5,0,0.1515151515151515,15.0,15.0,6.0
2012,2012,에이프롬,6,2023,70705.375,636.875,8,222000.0,1.0325581395348835,0.7582691823405431,3.857142857142857,0,0.1470588235294117,15.0,15.0,6.0
2013,2013,에이프롬,7,2023,35030.77777777778,449.3333333333333,9,226000.0,1.018018018018018,0.7487002190553917,2.5,0,0.2058823529411764,15.0,15.0,8.0
2014,2014,에이프롬,8,2023,66602.5,1185.833333333333,6,233000.0,1.0309734513274336,0.6923018875884345,4.4,0,0.1516853932584269,15.0,15.0,6.0
2015,2015,엘리,8,2022,19812.71428571429,353.4285714285714,7,44900.0,1.0135440180586908,0.779751194504703,3.428571428571428,0,0.2,9.0,12.0,8.0
2016,2016,엘리,9,2022,23442.11111111111,332.8888888888889,9,45400.0,1.0111358574610243,0.6539846185315337,2.625,0,0.1546134663341646,9.0,12.0,6.0
2017,2017,엘리,10,2022,29797.5,471.1666666666667,6,45800.0,1.0088105726872247,0.7622467723171852,4.4,0,0.2642276422764227,9.0,12.0,8.0
2018,2018,엘리,11,2022,18496.6,280.2,5,46200.0,1.0087336244541485,0.7120784181769532,4.0,0,0.2026143790849673,9.0,12.0,8.0
2019,2019,엘리,12,2022,20825.5,347.5,4,46600.0,1.0086580086580086,0.7978669368073786,5.666666666666667,0,0.1324503311258278,9.0,12.0,6.0
2020,2020,엘리,1,2023,19974.44444444445,360.5555555555555,9,47000.0,1.0085836909871244,0.7519463830277823,3.5,0,0.2691131498470948,9.0,12.0,8.0
2021,2021,엘리,2,2023,27754.33333333333,460.6666666666667,6,47600.0,1.0127659574468084,0.7933156106504865,3.8,0,0.2392026578073089,9.0,12.0,8.0
2022,2022,엘리,3,2023,22820.375,396.75,8,48100.0,1.0105042016806722,0.7794664703132982,3.571428571428572,0,0.2837370242214533,9.0,12.0,8.0
2023,2023,엘리,4,2023,28436.2,435.8,5,48600.0,1.0103950103950103,0.7394492355975467,5.5,0,0.27734375,9.0,12.0,8.0
2024,2024,엘리,5,2023,17029.16666666667,360.1666666666667,6,49100.0,1.0102880658436213,0.628786291411468,5.2,0,0.2604166666666667,9.0,12.0,8.0
2025,2025,엘리,6,2023,16401.0,291.8571428571428,7,49400.0,1.0061099796334012,0.7816398246482272,4.5,0,0.2019704433497537,9.0,12.0,8.0
2026,2026,엘리,7,2023,22049.16666666667,370.6666666666667,6,49700.0,1.0060728744939271,0.6754206432773664,5.4,0,0.2225519287833827,9.0,12.0,8.0
2027,2027,엘리,8,2023,12287.16666666667,292.6666666666667,6,50100.0,1.0080482897384306,0.6811441141919444,3.8,0,0.2582159624413145,9.0,9.0,8.0
2028,2028,엘피디,8,2022,100188.2,1444.8,5,193000.0,1.0052083333333333,0.7976020986937554,5.5,0,0.1271929824561403,12.0,15.0,6.0
2029,2029,엘피디,9,2022,46143.0,758.0,8,195000.0,1.0103626943005182,0.7441767417102089,4.0,0,0.1824062095730918,12.0,15.0,8.0
2030,2030,엘피디,10,2022,48871.33333333334,734.6666666666666,9,199000.0,1.0205128205128204,0.7420760454310884,3.0,0,0.1686893203883495,12.0,15.0,8.0
2031,2031,엘피디,11,2022,56369.66666666666,824.3333333333334,9,202000.0,1.015075376884422,0.7566232416248153,3.5,0,0.1757387247278382,12.0,15.0,8.0
2032,2032,엘피디,12,2022,55255.66666666666,787.1111111111111,9,203000.0,1.004950495049505,0.7401782879927316,3.625,0,0.1414267834793492,12.0,15.0,6.0
2033,2033,엘피디,1,2023,42029.5,553.5,6,204000.0,1.0049261083743843,0.7667255857681516,5.0,0,0.1301587301587301,12.0,15.0,6.0
2034,2034,엘피디,2,2023,47772.55555555556,717.5555555555555,9,207000.0,1.0147058823529411,0.7326585481888217,3.0,0,0.161987041036717,12.0,15.0,8.0
2035,2035,엘피디,3,2023,50067.75,740.5,8,213000.0,1.0289855072463767,0.7203199529751294,3.571428571428572,0,0.1208955223880597,15.0,15.0,6.0
2036,2036,엘피디,4,2023,39361.875,572.125,8,217000.0,1.0187793427230047,0.759929574624507,3.857142857142857,0,0.0909090909090909,15.0,15.0,4.0
2037,2037,엘피디,5,2023,46165.0,563.625,8,220000.0,1.0138248847926268,0.7853367134292124,4.0,0,0.1270903010033444,15.0,15.0,6.0
2038,2038,엘피디,6,2023,39462.71428571428,619.0,7,221000.0,1.0045454545454546,0.7850142443684611,4.333333333333333,0,0.0866477272727272,15.0,15.0,4.0
2039,2039,엘피디,7,2023,29132.55555555555,399.5555555555555,9,221000.0,1.0,0.7273870033088363,3.5,0,0.1374407582938388,15.0,12.0,6.0
2040,2040,엘피디,8,2023,23375.0,331.5714285714286,7,222000.0,1.004524886877828,0.7210758605384422,4.833333333333333,0,0.16,15.0,12.0,8.0
2041,2041,여음IsYeoeum,8,2022,,,0,94200.0,0.9957716701902748,,,6,,12.0,0.0,0.0
2042,2042,여음IsYeoeum,9,2022,,,0,93900.0,0.9968152866242038,,,7,,12.0,0.0,0.0
2043,2043,여음IsYeoeum,10,2022,,,0,93500.0,0.9957401490947816,,,8,,12.0,0.0,0.0
2044,2044,여음IsYeoeum,11,2022,,,0,93100.0,0.9957219251336898,,,9,,12.0,0.0,0.0
2045,2045,여음IsYeoeum,12,2022,,,0,92700.0,0.9957035445757252,,,10,,12.0,0.0,0.0
2046,2046,여음IsYeoeum,1,2023,,,0,92200.0,0.9946062567421792,,,11,,12.0,0.0,0.0
2047,2047,여음IsYeoeum,2,2023,,,0,91800.0,0.9956616052060736,,,12,,12.0,0.0,0.0
2048,2048,여음IsYeoeum,3,2023,1980.0,43.0,1,91200.0,0.9934640522875816,0.6167955126081194,,13,0.0952380952380952,12.0,3.0,4.0
2049,2049,여음IsYeoeum,4,2023,4050.0,63.33333333333334,3,90800.0,0.9956140350877192,0.5479686100091508,8.0,0,0.1538461538461538,12.0,6.0,6.0
2050,2050,여음IsYeoeum,5,2023,,,0,90400.0,0.9955947136563876,,,1,,12.0,0.0,0.0
2051,2051,여음IsYeoeum,6,2023,,,0,90100.0,0.9966814159292036,,,2,,12.0,0.0,0.0
2052,2052,여음IsYeoeum,7,2023,,,0,89800.0,0.9966703662597114,,,3,,12.0,0.0,0.0
2053,2053,여음IsYeoeum,8,2023,,,0,89400.0,0.9955456570155902,,,4,,12.0,0.0,0.0
2054,2054,연두콩,8,2022,29464.33333333333,509.0,3,714000.0,0.9972067039106144,0.7760194056532446,7.0,0,0.1153846153846153,15.0,12.0,6.0
2055,2055,연두콩,9,2022,71560.0,1406.0,4,713000.0,0.9985994397759104,0.6877387601118057,9.333333333333334,0,0.1081081081081081,15.0,15.0,6.0
2056,2056,연두콩,10,2022,123151.3333333333,4250.0,3,712000.0,0.9985974754558204,0.822509334287696,10.5,0,0.069090909090909,15.0,15.0,4.0
2057,2057,연두콩,11,2022,79174.5,1543.0,4,713000.0,1.0014044943820224,0.7139950218991563,7.666666666666667,0,0.078078078078078,15.0,15.0,4.0
2058,2058,연두콩,12,2022,75151.75,1617.0,4,712000.0,0.9985974754558204,0.7957022182388158,8.0,0,0.1115107913669064,15.0,15.0,6.0
2059,2059,연두콩,1,2023,153694.0,3341.333333333333,3,711000.0,0.9985955056179776,0.8067899685345453,7.5,0,0.0913705583756345,15.0,15.0,4.0
2060,2060,연두콩,2,2023,193506.3333333333,6669.0,3,712000.0,1.0014064697609002,0.6375970387891218,8.0,0,0.0809716599190283,15.0,15.0,4.0
2061,2061,연두콩,3,2023,83513.4,1682.8,5,713000.0,1.0014044943820224,0.7178722183059033,7.5,0,0.0803324099722991,15.0,15.0,4.0
2062,2062,연두콩,4,2023,28413.0,654.0,1,713000.0,1.0,0.792040378011334,,1,0.0166666666666666,15.0,12.0,2.0
2063,2063,연두콩,5,2023,58079.0,1738.5,4,712000.0,0.9985974754558204,0.8193132034474355,4.666666666666667,0,0.1004784688995215,15.0,15.0,4.0
2064,2064,연두콩,6,2023,62085.75,2076.25,4,712000.0,1.0,0.8145270909483993,8.0,0,0.0767386091127098,15.0,15.0,4.0
2065,2065,연두콩,7,2023,25694.5,637.0,4,711000.0,0.9985955056179776,0.841172579667616,5.666666666666667,0,0.0990990990990991,15.0,12.0,4.0
2066,2066,연두콩,8,2023,33270.33333333334,609.3333333333334,3,710000.0,0.9985935302391,0.7009363594028652,13.0,0,0.0677966101694915,15.0,12.0,4.0
2067,2067,연선yeonsun,8,2022,,,0,10000.0,1.0,,,1,,3.0,0.0,0.0
2068,2068,연선yeonsun,9,2022,,,0,10000.0,1.0,,,2,,3.0,0.0,0.0
2069,2069,연선yeonsun,10,2022,1221.0,7.0,1,10000.0,1.0,0.9373580728258404,,3,0.0,3.0,3.0,2.0
2070,2070,연선yeonsun,11,2022,2081.5,5.5,2,10000.0,1.0,0.5541512370109558,0.0,0,1.0,3.0,3.0,10.0
2071,2071,연선yeonsun,12,2022,1352.0,33.33333333333334,3,10000.0,1.0,0.6095961678028107,11.0,0,0.1176470588235294,3.0,3.0,6.0
2072,2072,연선yeonsun,1,2023,3653.0,5.0,1,10000.0,1.0,0.5642762243747711,,1,0.0,3.0,6.0,2.0
2073,2073,연선yeonsun,2,2023,1647.0,3.666666666666667,3,10000.0,1.0,0.9132643540700276,4.5,0,0.0,3.0,3.0,2.0
2074,2074,연선yeonsun,3,2023,1303.5,5.0,2,10000.0,1.0,0.3796296417713165,8.0,0,0.0,3.0,3.0,2.0
2075,2075,연선yeonsun,4,2023,915.3333333333334,30.16666666666667,6,10000.0,1.0,0.5952667593955994,3.6,0,0.0,3.0,3.0,2.0
