Unnamed: 0,유투버,월,댓글 수,영상 수,감성점수
929,라이크스윗망고-HealthyandSimpleLife,2023/02,81.0,3.0,0.8957064934571584
930,라이크스윗망고-HealthyandSimpleLife,2023/03,127.0,5.0,0.8406384550943607
931,라이크스윗망고-HealthyandSimpleLife,2023/04,132.0,5.0,0.8466229107644823
932,라이크스윗망고-HealthyandSimpleLife,2023/05,111.0,4.0,0.8090388996359903
933,라이크스윗망고-HealthyandSimpleLife,2023/06,123.0,5.0,0.7621081751635951
934,라이크스윗망고-HealthyandSimpleLife,2023/07,252.0,3.0,0.7362468092374399
935,라이크스윗망고-HealthyandSimpleLife,2023/08,0.0,0.0,
936,랏뚜Beauty,2022/08,28.0,2.0,0.9289053412420409
937,랏뚜Beauty,2022/09,0.0,0.0,
938,랏뚜Beauty,2022/10,26.0,1.0,0.9558672813268808
939,랏뚜Beauty,2022/11,25.0,1.0,0.8508775019645691
940,랏뚜Beauty,2022/12,58.0,3.0,0.809443428868153
941,랏뚜Beauty,2023/01,28.0,1.0,0.9210306529341072
942,랏뚜Beauty,2023/02,27.0,4.0,0.7252817579678127
943,랏뚜Beauty,2023/03,12.0,2.0,0.5374970568550957
944,랏뚜Beauty,2023/04,1.0,1.0,0.024539023637771606
945,랏뚜Beauty,2023/05,0.0,0.0,
946,랏뚜Beauty,2023/06,28.0,3.0,0.6809565357623562
947,랏뚜Beauty,2023/07,0.0,0.0,
948,랏뚜Beauty,2023/08,0.0,0.0,
949,러브솔,2022/08,656.0,4.0,0.6815427726965684
950,러브솔,2022/09,428.0,4.0,0.7636873274818843
951,러브솔,2022/10,150.0,4.0,0.6748185841824221
952,러브솔,2022/11,155.0,5.0,0.5752230185872587
953,러브솔,2022/12,90.0,4.0,0.49118192940263705
954,러브솔,2023/01,199.0,5.0,0.740143531624307
955,러브솔,2023/02,131.0,4.0,0.7303397983732358
956,러브솔,2023/03,132.0,4.0,0.7948155168310872
957,러브솔,2023/04,213.0,5.0,0.5656128621462619
958,러브솔,2023/05,148.0,3.0,0.5691511921553433
959,러브솔,2023/06,188.0,5.0,0.6984167097401044
960,러브솔,2023/07,190.0,5.0,0.7521521786672879
961,러브솔,2023/08,166.0,3.0,0.527482780858652
962,럭히히봉heebong,2022/08,0.0,0.0,
963,럭히히봉heebong,2022/09,0.0,0.0,
964,럭히히봉heebong,2022/10,0.0,0.0,
965,럭히히봉heebong,2022/11,0.0,0.0,
966,럭히히봉heebong,2022/12,0.0,0.0,
967,럭히히봉heebong,2023/01,0.0,0.0,
968,럭히히봉heebong,2023/02,0.0,0.0,
969,럭히히봉heebong,2023/03,0.0,0.0,
970,럭히히봉heebong,2023/04,9.0,3.0,0.6791333175720052
971,럭히히봉heebong,2023/05,0.0,0.0,
972,럭히히봉heebong,2023/06,0.0,0.0,
973,럭히히봉heebong,2023/07,10.0,3.0,0.6486353529824151
974,럭히히봉heebong,2023/08,0.0,0.0,
975,런던혜원,2022/08,194.0,3.0,0.5688169153488201
976,런던혜원,2022/09,81.0,3.0,0.7506849505230339
977,런던혜원,2022/10,53.0,1.0,0.6022857099305838
978,런던혜원,2022/11,0.0,0.0,
979,런던혜원,2022/12,59.0,1.0,0.914781632257511
980,런던혜원,2023/01,74.0,2.0,0.867285396452922
981,런던혜원,2023/02,105.0,4.0,0.8470154301564496
982,런던혜원,2023/03,0.0,0.0,
983,런던혜원,2023/04,67.0,2.0,0.8637622490122512
984,런던혜원,2023/05,115.0,2.0,0.8045933315639987
985,런던혜원,2023/06,10.0,1.0,0.7225545197725296
986,런던혜원,2023/07,56.0,2.0,0.7191072409770575
987,런던혜원,2023/08,56.0,2.0,0.6953133401625297
988,레삐디오(RepitProfessional),2022/08,3.0,5.0,0.5671144326527914
989,레삐디오(RepitProfessional),2022/09,3.0,4.0,0.41553083807229996
990,레삐디오(RepitProfessional),2022/10,3.0,4.0,0.42837438980738324
991,레삐디오(RepitProfessional),2022/11,4.0,5.0,0.7834770083427429
992,레삐디오(RepitProfessional),2022/12,4.0,3.0,0.877590537071228
993,레삐디오(RepitProfessional),2023/01,17.0,5.0,0.7120276771742722
994,레삐디오(RepitProfessional),2023/02,4.0,2.0,0.5359286566575369
995,레삐디오(RepitProfessional),2023/03,0.0,0.0,
996,레삐디오(RepitProfessional),2023/04,1.0,5.0,0.8035340905189514
997,레삐디오(RepitProfessional),2023/05,3.0,1.0,0.0783887505531311
998,레삐디오(RepitProfessional),2023/06,1.0,2.0,0.6580740213394165
999,레삐디오(RepitProfessional),2023/07,3.0,1.0,0.8091591596603394
1000,레삐디오(RepitProfessional),2023/08,0.0,1.0,
1001,로로와아델라roroadella,2022/08,9.0,4.0,0.7467147391289473
1002,로로와아델라roroadella,2022/09,3.0,3.0,0.38641499876976015
1003,로로와아델라roroadella,2022/10,0.0,3.0,
1004,로로와아델라roroadella,2022/11,0.0,2.0,
1005,로로와아델라roroadella,2022/12,3.0,1.0,0.8753334045410156
1006,로로와아델라roroadella,2023/01,4.0,3.0,0.8572134733200073
1007,로로와아델라roroadella,2023/02,3.0,2.0,0.8021131207545599
1008,로로와아델라roroadella,2023/03,6.0,2.0,0.5134620467821757
1009,로로와아델라roroadella,2023/04,3.0,2.0,0.8353910267353057
1010,로로와아델라roroadella,2023/05,5.0,2.0,0.7810021191835403
1011,로로와아델라roroadella,2023/06,4.0,2.0,0.27194999158382416
1012,로로와아델라roroadella,2023/07,2.0,2.0,0.24717848747968674
1013,로로와아델라roroadella,2023/08,7.0,4.0,0.8482819845279058
1014,로맨틱민서MINSEO,2022/08,215.0,6.0,0.7105662019779425
1015,로맨틱민서MINSEO,2022/09,320.0,5.0,0.678871595811939
1016,로맨틱민서MINSEO,2022/10,168.0,4.0,0.7565018645401209
1017,로맨틱민서MINSEO,2022/11,163.0,5.0,0.804642497282265
1018,로맨틱민서MINSEO,2022/12,297.0,7.0,0.7549864310513502
1019,로맨틱민서MINSEO,2023/01,196.0,6.0,0.6500830137330178
1020,로맨틱민서MINSEO,2023/02,153.0,4.0,0.71335184536498
1021,로맨틱민서MINSEO,2023/03,116.0,3.0,0.7003873173240832
1022,로맨틱민서MINSEO,2023/04,200.0,6.0,0.7716201045424551
1023,로맨틱민서MINSEO,2023/05,150.0,5.0,0.661098676286567
1024,로맨틱민서MINSEO,2023/06,302.0,6.0,0.8146532205455115
1025,로맨틱민서MINSEO,2023/07,183.0,4.0,0.8191817849209266
1026,로맨틱민서MINSEO,2023/08,195.0,4.0,0.7798754214935855
1027,로즈픽스,2022/08,177.0,6.0,0.7900307035633529
1028,로즈픽스,2022/09,242.0,6.0,0.8133485557766735
1029,로즈픽스,2022/10,130.0,4.0,0.7646825341904749
1030,로즈픽스,2022/11,76.0,4.0,0.8468951073852745
1031,로즈픽스,2022/12,125.0,4.0,0.8418234289753055
1032,로즈픽스,2023/01,87.0,4.0,0.6785971608143372
1033,로즈픽스,2023/02,49.0,3.0,0.8476492174573846
1034,로즈픽스,2023/03,111.0,6.0,0.8019249930977821
1035,로즈픽스,2023/04,101.0,3.0,0.7013474793834541
1036,로즈픽스,2023/05,78.0,4.0,0.7203365335452188
1037,로즈픽스,2023/06,107.0,3.0,0.8180110528280861
1038,로즈픽스,2023/07,63.0,3.0,0.6614856498413965
1039,로즈픽스,2023/08,82.0,5.0,0.7913963746765386
1040,로즈하,2022/08,1021.0,1.0,0.8341839852805966
1041,로즈하,2022/09,409.0,2.0,0.8118113983985553
1042,로즈하,2022/10,306.0,2.0,0.8061126756437859
1043,로즈하,2022/11,812.0,3.0,0.8064174123514875
1044,로즈하,2022/12,272.0,1.0,0.909600894421718
1045,로즈하,2023/01,250.0,1.0,0.7364920413155273
1046,로즈하,2023/02,227.0,1.0,0.8811475204397934
1047,로즈하,2023/03,769.0,4.0,0.6557616026580454
1048,로즈하,2023/04,0.0,0.0,
1049,로즈하,2023/05,539.0,3.0,0.7797459858015944
1050,로즈하,2023/06,257.0,2.0,0.7439996073707814
1051,로즈하,2023/07,1403.0,4.0,0.792107398493978
1052,로즈하,2023/08,0.0,0.0,
1053,로지Rosie,2022/08,280.0,7.0,0.7485893710571176
1054,로지Rosie,2022/09,37.0,2.0,0.8078438083128053
1055,로지Rosie,2022/10,277.0,6.0,0.733907585547441
1056,로지Rosie,2022/11,165.0,2.0,0.7835114792257816
1057,로지Rosie,2022/12,136.0,5.0,0.766896326588579
1058,로지Rosie,2023/01,265.0,4.0,0.8837294861814886
1059,로지Rosie,2023/02,292.0,8.0,0.7876264040085408
1060,로지Rosie,2023/03,252.0,3.0,0.5183312676033411
1061,로지Rosie,2023/04,67.0,2.0,0.48601581584742143
1062,로지Rosie,2023/05,111.0,4.0,0.7669862187359222
1063,로지Rosie,2023/06,142.0,3.0,0.801862197970577
1064,로지Rosie,2023/07,163.0,4.0,0.7925385766559176
1065,로지Rosie,2023/08,151.0,4.0,0.7975196543270335
1066,루루팡,2022/08,116.0,2.0,0.5801470190493327
1067,루루팡,2022/09,20.0,1.0,0.4126893368881026
1068,루루팡,2022/10,215.0,1.0,0.44499074268869243
1069,루루팡,2022/11,136.0,1.0,0.4291345875583603
1070,루루팡,2022/12,57.0,3.0,0.3851081974776286
1071,루루팡,2023/01,125.0,2.0,0.4173502981197303
1072,루루팡,2023/02,247.0,2.0,0.5153958248683079
1073,루루팡,2023/03,165.0,2.0,0.5074239662715367
1074,루루팡,2023/04,72.0,1.0,0.5568899774561606
1075,루루팡,2023/05,76.0,1.0,0.3873419371254371
1076,루루팡,2023/06,19.0,1.0,0.5301104254277466
1077,루루팡,2023/07,193.0,2.0,0.4166266358639684
1078,루루팡,2023/08,151.0,2.0,0.3722003682963479
1079,루이연 ruiyeon,2022/08,65.0,1.0,0.6721286599614978
1080,루이연 ruiyeon,2022/09,53.0,2.0,0.6583852666728901
1081,루이연 ruiyeon,2022/10,123.0,1.0,0.90839984949146
1082,루이연 ruiyeon,2022/11,0.0,0.0,
1083,루이연 ruiyeon,2022/12,61.0,1.0,0.855873067901559
1084,루이연 ruiyeon,2023/01,0.0,0.0,
1085,루이연 ruiyeon,2023/02,0.0,0.0,
1086,루이연 ruiyeon,2023/03,58.0,1.0,0.8693124172277749
1087,루이연 ruiyeon,2023/04,0.0,0.0,
1088,루이연 ruiyeon,2023/05,0.0,0.0,
1089,루이연 ruiyeon,2023/06,66.0,1.0,0.8349287109939676
1090,루이연 ruiyeon,2023/07,14.0,1.0,0.5121618287903922
1091,루이연 ruiyeon,2023/08,0.0,0.0,
1092,루치나,2022/08,224.0,6.0,0.8148134323980725
1093,루치나,2022/09,138.0,5.0,0.8013303952896043
1094,루치나,2022/10,73.0,3.0,0.8768133824521845
1095,루치나,2022/11,125.0,5.0,0.8823478293898922
1096,루치나,2022/12,108.0,6.0,0.9072431371204759
1097,루치나,2023/01,68.0,4.0,0.8886899093494696
1098,루치나,2023/02,149.0,6.0,0.8781266623389599
1099,루치나,2023/03,129.0,6.0,0.8304363281354992
1100,루치나,2023/04,44.0,2.0,0.8101053881266761
1101,루치나,2023/05,0.0,0.0,
1102,루치나,2023/06,34.0,1.0,0.8924255688723765
1103,루치나,2023/07,54.0,3.0,0.8201360397102418
1104,루치나,2023/08,58.0,3.0,0.8289679380095735
1105,루혜LUHYE,2022/08,0.0,0.0,
1106,루혜LUHYE,2022/09,0.0,0.0,
1107,루혜LUHYE,2022/10,0.0,0.0,
1108,루혜LUHYE,2022/11,0.0,0.0,
1109,루혜LUHYE,2022/12,0.0,0.0,
1110,루혜LUHYE,2023/01,0.0,0.0,
1111,루혜LUHYE,2023/02,0.0,0.0,
1112,루혜LUHYE,2023/03,0.0,0.0,
1113,루혜LUHYE,2023/04,0.0,0.0,
1114,루혜LUHYE,2023/05,0.0,0.0,
1115,루혜LUHYE,2023/06,0.0,0.0,
1116,루혜LUHYE,2023/07,29.0,2.0,0.4780639837372978
1117,루혜LUHYE,2023/08,0.0,0.0,
1118,류스펜나,2022/08,399.0,5.0,0.7559222796792902
1119,류스펜나,2022/09,300.0,7.0,0.8577137971092348
1120,류스펜나,2022/10,373.0,6.0,0.7307980555867939
1121,류스펜나,2022/11,254.0,6.0,0.6324005324281854
1122,류스펜나,2022/12,298.0,5.0,0.8010869411022766
1123,류스펜나,2023/01,292.0,4.0,0.8650450569096935
1124,류스펜나,2023/02,404.0,5.0,0.7352776022055029
1125,류스펜나,2023/03,704.0,7.0,0.6540710446675618
1126,류스펜나,2023/04,457.0,5.0,0.8032940866573918
1127,류스펜나,2023/05,263.0,4.0,0.7010289562064679
1128,류스펜나,2023/06,177.0,3.0,0.7758309425186303
1129,류스펜나,2023/07,161.0,2.0,0.6851460458848925
1130,류스펜나,2023/08,297.0,5.0,0.8236840623765653
1131,리음lieum,2022/08,0.0,0.0,
1132,리음lieum,2022/09,0.0,0.0,
1133,리음lieum,2022/10,0.0,0.0,
1134,리음lieum,2022/11,0.0,0.0,
1135,리음lieum,2022/12,0.0,0.0,
1136,리음lieum,2023/01,5.0,1.0,0.9513110518455505
1137,리음lieum,2023/02,21.0,3.0,0.7883323828379313
1138,리음lieum,2023/03,48.0,3.0,0.7447506269812584
1139,리음lieum,2023/04,21.0,2.0,0.6103029251098633
1140,리음lieum,2023/05,85.0,5.0,0.8188519551101343
1141,리음lieum,2023/06,159.0,9.0,0.7618690429137791
1142,리음lieum,2023/07,58.0,4.0,0.7833607406133697
1143,리음lieum,2023/08,78.0,6.0,0.8873984202986858
1144,마이구미Gumhee,2022/08,5.0,1.0,0.3865944544474284
1145,마이구미Gumhee,2022/09,0.0,0.0,
1146,마이구미Gumhee,2022/10,0.0,0.0,
1147,마이구미Gumhee,2022/11,14.0,1.0,0.7189661772812114
1148,마이구미Gumhee,2022/12,0.0,0.0,
1149,마이구미Gumhee,2023/01,0.0,0.0,
1150,마이구미Gumhee,2023/02,0.0,0.0,
1151,마이구미Gumhee,2023/03,0.0,0.0,
1152,마이구미Gumhee,2023/04,11.0,1.0,0.6042909107424996
1153,마이구미Gumhee,2023/05,0.0,0.0,
1154,마이구미Gumhee,2023/06,11.0,1.0,0.8078036720936115
1155,마이구미Gumhee,2023/07,0.0,0.0,
1156,마이구미Gumhee,2023/08,5.0,1.0,0.7389663755893707
1157,맨지,2022/08,33.0,1.0,0.516656701763471
1158,맨지,2022/09,15.0,1.0,0.9095326976196186
1159,맨지,2022/10,51.0,3.0,0.7975961789488792
1160,맨지,2022/11,198.0,1.0,0.8600299612644615
1161,맨지,2022/12,57.0,3.0,0.7842712121561539
1162,맨지,2023/01,29.0,1.0,0.698578833669856
1163,맨지,2023/02,20.0,1.0,0.7938317200716805
1164,맨지,2023/03,26.0,1.0,0.8479440069198608
1165,맨지,2023/04,29.0,2.0,0.7864747342496815
1166,맨지,2023/05,50.0,3.0,0.7194753685901905
1167,맨지,2023/06,85.0,3.0,0.7781344030912106
1168,맨지,2023/07,24.0,2.0,0.8610825366444058
1169,맨지,2023/08,34.0,2.0,0.7946900521101576
1170,메리지히_MerryJihee,2022/08,129.0,2.0,0.7803619473602494
1171,메리지히_MerryJihee,2022/09,355.0,4.0,0.8209007743725307
1172,메리지히_MerryJihee,2022/10,585.0,4.0,0.7847321712882211
1173,메리지히_MerryJihee,2022/11,180.0,2.0,0.7783436853267159
1174,메리지히_MerryJihee,2022/12,0.0,0.0,
1175,메리지히_MerryJihee,2023/01,0.0,0.0,
1176,메리지히_MerryJihee,2023/02,221.0,2.0,0.7249122371640428
1177,메리지히_MerryJihee,2023/03,89.0,2.0,0.7199956921646404
1178,메리지히_MerryJihee,2023/04,237.0,2.0,0.7723774022229437
1179,메리지히_MerryJihee,2023/05,120.0,2.0,0.7685658939245368
1180,메리지히_MerryJihee,2023/06,86.0,2.0,0.7612235373258591
1181,메리지히_MerryJihee,2023/07,78.0,1.0,0.9026955352180379
1182,메리지히_MerryJihee,2023/08,187.0,3.0,0.7805971467740358
1183,메멘토설은,2022/08,0.0,0.0,
1184,메멘토설은,2022/09,0.0,0.0,
1185,메멘토설은,2022/10,8.0,1.0,0.8178149299188093
1186,메멘토설은,2022/11,6.0,1.0,0.621677815914154
1187,메멘토설은,2022/12,0.0,0.0,
1188,메멘토설은,2023/01,0.0,0.0,
1189,메멘토설은,2023/02,0.0,0.0,
1190,메멘토설은,2023/03,0.0,0.0,
1191,메멘토설은,2023/04,0.0,0.0,
1192,메멘토설은,2023/05,0.0,0.0,
1193,메멘토설은,2023/06,6.0,1.0,0.9294104897058927
1194,메멘토설은,2023/07,0.0,0.0,
1195,메멘토설은,2023/08,0.0,0.0,
1196,몽몽이는 몽몽,2022/08,56.0,6.0,0.7452340752762907
1197,몽몽이는 몽몽,2022/09,98.0,2.0,0.6658999336074805
1198,몽몽이는 몽몽,2022/10,41.0,3.0,0.8406828659422257
1199,몽몽이는 몽몽,2022/11,55.0,3.0,0.7735802076830722
1200,몽몽이는 몽몽,2022/12,25.0,3.0,0.5659075958861245
1201,몽몽이는 몽몽,2023/01,47.0,5.0,0.5246155676888484
1202,몽몽이는 몽몽,2023/02,206.0,6.0,0.5121259894449173
1203,몽몽이는 몽몽,2023/03,75.0,7.0,0.6011296948099317
1204,몽몽이는 몽몽,2023/04,125.0,3.0,0.8358718499541282
1205,몽몽이는 몽몽,2023/05,89.0,8.0,0.4322424708780917
1206,몽몽이는 몽몽,2023/06,8.0,1.0,0.43436660936900545
1207,몽몽이는 몽몽,2023/07,17.0,2.0,0.6763896872388556
1208,몽몽이는 몽몽,2023/08,230.0,5.0,0.6959956594503642
1209,몽키TV,2022/08,0.0,0.0,
1210,몽키TV,2022/09,0.0,0.0,
1211,몽키TV,2022/10,0.0,0.0,
1212,몽키TV,2022/11,0.0,0.0,
1213,몽키TV,2022/12,0.0,0.0,
1214,몽키TV,2023/01,0.0,0.0,
1215,몽키TV,2023/02,0.0,0.0,
1216,몽키TV,2023/03,12.0,1.0,0.7288955599069595
1217,몽키TV,2023/04,0.0,0.0,
1218,몽키TV,2023/05,33.0,1.0,0.9211311025278909
1219,몽키TV,2023/06,0.0,0.0,
1220,몽키TV,2023/07,0.0,0.0,
1221,몽키TV,2023/08,0.0,0.0,
1222,묘빵뷰티,2022/08,0.0,0.0,
1223,묘빵뷰티,2022/09,0.0,0.0,
1224,묘빵뷰티,2022/10,3.0,1.0,0.1052005022764206
1225,묘빵뷰티,2022/11,0.0,0.0,
1226,묘빵뷰티,2022/12,0.0,0.0,
1227,묘빵뷰티,2023/01,0.0,0.0,
1228,묘빵뷰티,2023/02,0.0,0.0,
1229,묘빵뷰티,2023/03,0.0,0.0,
1230,묘빵뷰티,2023/04,0.0,0.0,
1231,묘빵뷰티,2023/05,0.0,0.0,
1232,묘빵뷰티,2023/06,71.0,1.0,0.6831767455153509
1233,묘빵뷰티,2023/07,218.0,1.0,0.8465845723331502
1234,묘빵뷰티,2023/08,0.0,0.0,
1235,묭실언니 허슬기,2022/08,1.0,1.0,0.9300619959831238
1236,묭실언니 허슬기,2022/09,2.0,4.0,0.5567961037158966
1237,묭실언니 허슬기,2022/10,2.0,6.0,0.9645936489105225
1238,묭실언니 허슬기,2022/11,0.0,1.0,
1239,묭실언니 허슬기,2022/12,3.0,4.0,0.9361676275730133
1240,묭실언니 허슬기,2023/01,1.0,6.0,0.9784690141677856
1241,묭실언니 허슬기,2023/02,3.0,3.0,0.6270937025547028
1242,묭실언니 허슬기,2023/03,2.0,2.0,0.4077816903591156
1243,묭실언니 허슬기,2023/04,1.0,4.0,0.6694619655609131
1244,묭실언니 허슬기,2023/05,5.0,6.0,0.5453031063079834
1245,묭실언니 허슬기,2023/06,10.0,8.0,0.7178701281547546
1246,묭실언니 허슬기,2023/07,18.0,9.0,0.7224174198650178
1247,묭실언니 허슬기,2023/08,16.0,9.0,0.5850331746041775
1248,무지개빅깔,2022/08,0.0,0.0,
1249,무지개빅깔,2022/09,64.0,2.0,0.5968070051199953
1250,무지개빅깔,2022/10,54.0,2.0,0.7486980213315447
1251,무지개빅깔,2022/11,38.0,2.0,0.4738777591063913
1252,무지개빅깔,2022/12,70.0,2.0,0.7791495979174801
1253,무지개빅깔,2023/01,51.0,2.0,0.6912327346613081
1254,무지개빅깔,2023/02,74.0,3.0,0.7950026047416031
1255,무지개빅깔,2023/03,63.0,3.0,0.7924784064292908
1256,무지개빅깔,2023/04,53.0,3.0,0.676523097556272
1257,무지개빅깔,2023/05,32.0,2.0,0.7824941330995315
1258,무지개빅깔,2023/06,63.0,3.0,0.7224150081293299
1259,무지개빅깔,2023/07,53.0,2.0,0.6824207102830431
1260,무지개빅깔,2023/08,20.0,2.0,0.3864147678968754
1261,문군MOONGOON,2022/08,0.0,0.0,
1262,문군MOONGOON,2022/09,0.0,0.0,
1263,문군MOONGOON,2022/10,16.0,1.0,0.625366656780243
1264,문군MOONGOON,2022/11,0.0,0.0,
1265,문군MOONGOON,2022/12,0.0,0.0,
1266,문군MOONGOON,2023/01,0.0,0.0,
1267,문군MOONGOON,2023/02,0.0,0.0,
1268,문군MOONGOON,2023/03,0.0,0.0,
1269,문군MOONGOON,2023/04,0.0,0.0,
1270,문군MOONGOON,2023/05,0.0,0.0,
1271,문군MOONGOON,2023/06,0.0,1.0,
1272,문군MOONGOON,2023/07,0.0,0.0,
1273,문군MOONGOON,2023/08,0.0,0.0,
1274,미니월드,2022/08,73.0,2.0,0.6932504144874779
1275,미니월드,2022/09,117.0,3.0,0.710857635310718
1276,미니월드,2022/10,106.0,4.0,0.4679855241295545
1277,미니월드,2022/11,111.0,4.0,0.6809877882894331
1278,미니월드,2022/12,67.0,4.0,0.8143179589968461
1279,미니월드,2023/01,31.0,1.0,0.4931634457215019
1280,미니월드,2023/02,105.0,4.0,0.6933234133066669
1281,미니월드,2023/03,34.0,2.0,0.6499674930566489
1282,미니월드,2023/04,128.0,3.0,0.7028076639872486
1283,미니월드,2023/05,47.0,2.0,0.5734431478228882
1284,미니월드,2023/06,67.0,3.0,0.6207402049005032
1285,미니월드,2023/07,34.0,1.0,0.4206146155634234
1286,미니월드,2023/08,15.0,1.0,0.7015905726340509
1287,미닝Minning,2022/08,220.0,6.0,0.6776206691893155
1288,미닝Minning,2022/09,114.0,4.0,0.8176617555191062
1289,미닝Minning,2022/10,175.0,7.0,0.6988494179866932
1290,미닝Minning,2022/11,90.0,6.0,0.7390610493462662
1291,미닝Minning,2022/12,182.0,7.0,0.7415500165400456
1292,미닝Minning,2023/01,134.0,5.0,0.8141987265133467
1293,미닝Minning,2023/02,85.0,6.0,0.712669478040753
1294,미닝Minning,2023/03,117.0,4.0,0.8591271011337308
1295,미닝Minning,2023/04,78.0,5.0,0.777572488643714
1296,미닝Minning,2023/05,114.0,4.0,0.7543805468650091
1297,미닝Minning,2023/06,131.0,6.0,0.6672173413076165
1298,미닝Minning,2023/07,72.0,4.0,0.8455772143668354
1299,미닝Minning,2023/08,189.0,7.0,0.8044971369479663
1300,미대살롱,2022/08,0.0,0.0,
1301,미대살롱,2022/09,0.0,0.0,
1302,미대살롱,2022/10,0.0,0.0,
1303,미대살롱,2022/11,0.0,0.0,
1304,미대살롱,2022/12,0.0,0.0,
1305,미대살롱,2023/01,0.0,0.0,
1306,미대살롱,2023/02,0.0,0.0,
1307,미대살롱,2023/03,0.0,0.0,
1308,미대살롱,2023/04,0.0,0.0,
1309,미대살롱,2023/05,0.0,0.0,
1310,미대살롱,2023/06,0.0,0.0,
1311,미대살롱,2023/07,0.0,0.0,
1312,미대살롱,2023/08,4.0,1.0,0.6331570595502853
1313,미소제인,2022/08,190.0,5.0,0.6425429442547318
1314,미소제인,2022/09,125.0,6.0,0.6084202767215844
1315,미소제인,2022/10,155.0,5.0,0.548864805261502
1316,미소제인,2022/11,48.0,4.0,0.5890132081613206
1317,미소제인,2022/12,66.0,3.0,0.5554852238207152
1318,미소제인,2023/01,220.0,3.0,0.6080198749571966
1319,미소제인,2023/02,59.0,3.0,0.6384653191772296
1320,미소제인,2023/03,259.0,3.0,0.6141247128415969
1321,미소제인,2023/04,203.0,2.0,0.4118665186471717
1322,미소제인,2023/05,268.0,2.0,0.39109084258970633
1323,미소제인,2023/06,107.0,2.0,0.5422972120091825
1324,미소제인,2023/07,129.0,3.0,0.5414883829913772
1325,미소제인,2023/08,74.0,3.0,0.6228802266620821
1326,미욤miyom,2022/08,15.0,4.0,0.8641100406646729
1327,미욤miyom,2022/09,12.0,3.0,0.9080480464867183
1328,미욤miyom,2022/10,4.0,1.0,0.9800783097743988
1329,미욤miyom,2022/11,21.0,4.0,0.8404513554913657
1330,미욤miyom,2022/12,16.0,3.0,0.7143517820274129
1331,미욤miyom,2023/01,5.0,1.0,0.6930216789245606
1332,미욤miyom,2023/02,9.0,2.0,0.964323497735537
1333,미욤miyom,2023/03,33.0,1.0,0.8945424878283551
1334,미욤miyom,2023/04,10.0,3.0,0.8977532804012298
1335,미욤miyom,2023/05,14.0,4.0,0.9308922360925114
1336,미욤miyom,2023/06,12.0,2.0,0.7316809892654419
1337,미욤miyom,2023/07,9.0,3.0,0.9498737520641751
1338,미욤miyom,2023/08,14.0,4.0,0.8685196916262309
1339,미팩TV미라클스토리,2022/08,237.0,15.0,0.8142123132847346
1340,미팩TV미라클스토리,2022/09,121.0,15.0,0.7506779175343867
1341,미팩TV미라클스토리,2022/10,222.0,18.0,0.7909050954571852
1342,미팩TV미라클스토리,2022/11,26.0,5.0,0.7698493111750175
1343,미팩TV미라클스토리,2022/12,32.0,3.0,0.7850289881229401
1344,미팩TV미라클스토리,2023/01,234.0,26.0,0.870033481808742
1345,미팩TV미라클스토리,2023/02,97.0,16.0,0.7692384036095651
1346,미팩TV미라클스토리,2023/03,51.0,10.0,0.5946387584392842
1347,미팩TV미라클스토리,2023/04,37.0,10.0,0.554644756403166
1348,미팩TV미라클스토리,2023/05,87.0,8.0,0.8077397837557576
1349,미팩TV미라클스토리,2023/06,135.0,8.0,0.8543021334673312
1350,미팩TV미라클스토리,2023/07,281.0,18.0,0.8189418674647705
1351,미팩TV미라클스토리,2023/08,255.0,13.0,0.8527081572233032
1352,민제이MINJ,2022/08,24.0,2.0,0.4769038595936515
1353,민제이MINJ,2022/09,4.0,1.0,0.6999299905516885
1354,민제이MINJ,2022/10,8.0,1.0,0.717536381312779
1355,민제이MINJ,2022/11,11.0,2.0,0.7481749540283567
1356,민제이MINJ,2022/12,0.0,0.0,
1357,민제이MINJ,2023/01,0.0,0.0,
1358,민제이MINJ,2023/02,0.0,0.0,
1359,민제이MINJ,2023/03,0.0,0.0,
1360,민제이MINJ,2023/04,0.0,0.0,
1361,민제이MINJ,2023/05,0.0,0.0,
1362,민제이MINJ,2023/06,5.0,1.0,0.758844405412674
1363,민제이MINJ,2023/07,0.0,0.0,
1364,민제이MINJ,2023/08,0.0,0.0,
1365,밍몽드,2022/08,19.0,2.0,0.7167632212030127
1366,밍몽드,2022/09,11.0,1.0,0.824133574962616
1367,밍몽드,2022/10,7.0,1.0,0.9247783081872123
1368,밍몽드,2022/11,0.0,0.0,
1369,밍몽드,2022/12,18.0,1.0,0.6308361229508422
1370,밍몽드,2023/01,0.0,0.0,
1371,밍몽드,2023/02,16.0,2.0,0.6904230647616916
1372,밍몽드,2023/03,0.0,0.0,
1373,밍몽드,2023/04,0.0,0.0,
1374,밍몽드,2023/05,6.0,1.0,0.6481691192496907
1375,밍몽드,2023/06,0.0,0.0,
1376,밍몽드,2023/07,0.0,0.0,
1377,밍몽드,2023/08,0.0,0.0,
1378,바이도하,2022/08,58.0,3.0,0.8273683401254507
1379,바이도하,2022/09,137.0,5.0,0.8136602101980576
1380,바이도하,2022/10,104.0,5.0,0.7987572006944917
1381,바이도하,2022/11,56.0,4.0,0.827830409475148
1382,바이도하,2022/12,111.0,4.0,0.8919063158278918
1383,바이도하,2023/01,72.0,4.0,0.760068999679108
