유투버,월,충성시청자_비율,댓글 수,영상 수
HYEBBEUM혜쁨,2022/10,,0.0,0.0
HYEBBEUM혜쁨,2022/11,,0.0,0.0
HYEBBEUM혜쁨,2022/12,,0.0,0.0
HYEBBEUM혜쁨,2023/01,0.06666666666666667,32.0,2.0
HYEBBEUM혜쁨,2023/02,0.0,11.0,1.0
HYEBBEUM혜쁨,2023/03,0.0,18.0,1.0
HYEBBEUM혜쁨,2023/04,,0.0,0.0
HYEBBEUM혜쁨,2023/05,0.0,15.0,1.0
HYEBBEUM혜쁨,2023/06,0.0,17.0,1.0
HYEBBEUM혜쁨,2023/07,0.0,15.0,1.0
HYEBBEUM혜쁨,2023/08,0.0,11.0,1.0
Jaelimize재림,2022/08,0.12560386473429952,245.0,5.0
Jaelimize재림,2022/09,0.1485148514851485,126.0,6.0
Jaelimize재림,2022/10,0.22916666666666666,67.0,6.0
Jaelimize재림,2022/11,0.21212121212121213,47.0,6.0
Jaelimize재림,2022/12,0.1891891891891892,52.0,6.0
Jaelimize재림,2023/01,0.20930232558139536,60.0,5.0
Jaelimize재림,2023/02,0.21052631578947367,23.0,3.0
Jaelimize재림,2023/03,0.1956521739130435,59.0,7.0
Jaelimize재림,2023/04,0.2,101.0,7.0
Jaelimize재림,2023/05,0.09574468085106383,212.0,6.0
Jaelimize재림,2023/06,0.2,140.0,8.0
Jaelimize재림,2023/07,0.1506849315068493,97.0,7.0
Jaelimize재림,2023/08,0.1951219512195122,114.0,7.0
jang.hope장호프,2022/08,0.0625,55.0,4.0
jang.hope장호프,2022/09,0.0,31.0,1.0
jang.hope장호프,2022/10,0.0,3.0,1.0
jang.hope장호프,2022/11,0.034482758620689655,30.0,2.0
jang.hope장호프,2022/12,0.0821917808219178,81.0,4.0
jang.hope장호프,2023/01,0.0,2.0,2.0
jang.hope장호프,2023/02,0.0,3.0,1.0
jang.hope장호프,2023/03,0.0,3.0,3.0
jang.hope장호프,2023/04,,0.0,0.0
jang.hope장호프,2023/05,0.0,2.0,1.0
jang.hope장호프,2023/06,0.0,2.0,2.0
jang.hope장호프,2023/07,,0.0,0.0
jang.hope장호프,2023/08,0.0,1.0,1.0
jella젤라,2022/08,0.10714285714285714,65.0,3.0
jella젤라,2022/09,0.01910828025477707,161.0,4.0
jella젤라,2022/10,0.07142857142857142,64.0,4.0
jella젤라,2022/11,0.10810810810810811,41.0,2.0
jella젤라,2022/12,0.08620689655172414,67.0,4.0
jella젤라,2023/01,0.0,7.0,1.0
jella젤라,2023/02,0.125,45.0,2.0
jella젤라,2023/03,0.06451612903225806,105.0,7.0
jella젤라,2023/04,0.0,20.0,1.0
jella젤라,2023/05,0.10256410256410256,43.0,3.0
jella젤라,2023/06,0.09302325581395349,94.0,3.0
jella젤라,2023/07,0.025,41.0,2.0
jella젤라,2023/08,0.1111111111111111,30.0,2.0
JJUDRE쭈드레,2022/08,0.0,1.0,3.0
JJUDRE쭈드레,2022/09,0.0,4.0,1.0
JJUDRE쭈드레,2022/10,,0.0,0.0
JJUDRE쭈드레,2022/11,,0.0,0.0
JJUDRE쭈드레,2022/12,,0.0,0.0
JJUDRE쭈드레,2023/01,,0.0,0.0
JJUDRE쭈드레,2023/02,,0.0,0.0
JJUDRE쭈드레,2023/03,,0.0,0.0
JJUDRE쭈드레,2023/04,,0.0,0.0
JJUDRE쭈드레,2023/05,,0.0,0.0
JJUDRE쭈드레,2023/06,,0.0,0.0
JJUDRE쭈드레,2023/07,,0.0,0.0
JJUDRE쭈드레,2023/08,,0.0,0.0
jjuE쭈이,2022/08,0.15254237288135594,143.0,4.0
jjuE쭈이,2022/09,0.12844036697247707,136.0,4.0
jjuE쭈이,2022/10,0.03350515463917526,402.0,2.0
jjuE쭈이,2022/11,0.08080808080808081,341.0,5.0
jjuE쭈이,2022/12,0.13392857142857142,135.0,4.0
jjuE쭈이,2023/01,0.12781954887218044,164.0,4.0
jjuE쭈이,2023/02,0.13333333333333333,228.0,6.0
jjuE쭈이,2023/03,0.19540229885057472,116.0,5.0
jjuE쭈이,2023/04,0.1402439024390244,209.0,5.0
jjuE쭈이,2023/05,0.14953271028037382,135.0,4.0
jjuE쭈이,2023/06,0.17391304347826086,57.0,3.0
jjuE쭈이,2023/07,0.07352941176470588,74.0,2.0
jjuE쭈이,2023/08,0.11363636363636363,50.0,2.0
Junsoo함준수,2022/08,0.1545253863134658,562.0,16.0
Junsoo함준수,2022/09,0.17941952506596306,486.0,17.0
Junsoo함준수,2022/10,0.13970588235294118,502.0,16.0
Junsoo함준수,2022/11,0.1340909090909091,544.0,14.0
Junsoo함준수,2022/12,0.1188118811881188,235.0,5.0
Junsoo함준수,2023/01,0.12025316455696203,187.0,3.0
Junsoo함준수,2023/02,0.11467889908256881,249.0,6.0
Junsoo함준수,2023/03,0.06388888888888888,394.0,6.0
Junsoo함준수,2023/04,0.08333333333333333,133.0,4.0
Junsoo함준수,2023/05,0.06862745098039216,109.0,3.0
Junsoo함준수,2023/06,0.056818181818181816,93.0,2.0
Junsoo함준수,2023/07,0.08943089430894309,146.0,5.0
Junsoo함준수,2023/08,0.06040268456375839,163.0,6.0
juyeomi,2022/08,,0.0,0.0
juyeomi,2022/09,0.0967741935483871,34.0,3.0
juyeomi,2022/10,0.05970149253731343,146.0,5.0
juyeomi,2022/11,0.0,13.0,2.0
juyeomi,2022/12,0.0,31.0,1.0
juyeomi,2023/01,0.03896103896103896,80.0,2.0
juyeomi,2023/02,0.08571428571428572,77.0,3.0
juyeomi,2023/03,0.08403361344537816,130.0,4.0
juyeomi,2023/04,0.05084745762711865,62.0,3.0
juyeomi,2023/05,0.11347517730496454,160.0,3.0
juyeomi,2023/06,0.19008264462809918,151.0,4.0
juyeomi,2023/07,0.1532258064516129,153.0,4.0
juyeomi,2023/08,0.2111111111111111,120.0,4.0
KINGSTON킹스턴,2022/08,0.15492957746478872,82.0,2.0
KINGSTON킹스턴,2022/09,0.27710843373493976,120.0,4.0
KINGSTON킹스턴,2022/10,0.3333333333333333,70.0,2.0
KINGSTON킹스턴,2022/11,0.055441478439425054,528.0,4.0
KINGSTON킹스턴,2022/12,0.25,83.0,2.0
KINGSTON킹스턴,2023/01,0.22641509433962265,228.0,4.0
KINGSTON킹스턴,2023/02,0.15384615384615385,108.0,2.0
KINGSTON킹스턴,2023/03,0.2153846153846154,84.0,3.0
KINGSTON킹스턴,2023/04,0.11070110701107011,319.0,4.0
KINGSTON킹스턴,2023/05,0.128099173553719,614.0,7.0
KINGSTON킹스턴,2023/06,0.1650485436893204,128.0,3.0
KINGSTON킹스턴,2023/07,0.020833333333333332,49.0,1.0
KINGSTON킹스턴,2023/08,0.01875,163.0,1.0
Kongsueni콩슈니,2022/08,0.0,4.0,1.0
Kongsueni콩슈니,2022/09,0.3333333333333333,4.0,1.0
Kongsueni콩슈니,2022/10,,0.0,0.0
Kongsueni콩슈니,2022/11,,0.0,0.0
Kongsueni콩슈니,2022/12,,0.0,0.0
Kongsueni콩슈니,2023/01,,0.0,0.0
Kongsueni콩슈니,2023/02,,0.0,0.0
Kongsueni콩슈니,2023/03,,0.0,0.0
Kongsueni콩슈니,2023/04,,0.0,0.0
Kongsueni콩슈니,2023/05,,0.0,0.0
Kongsueni콩슈니,2023/06,,0.0,0.0
Kongsueni콩슈니,2023/07,,0.0,0.0
Kongsueni콩슈니,2023/08,0.3333333333333333,9.0,2.0
krystal수정,2022/08,,0.0,0.0
krystal수정,2022/09,,0.0,0.0
krystal수정,2022/10,0.15254237288135594,68.0,2.0
krystal수정,2022/11,,0.0,0.0
krystal수정,2022/12,0.0,27.0,1.0
krystal수정,2023/01,,0.0,0.0
krystal수정,2023/02,0.0,30.0,1.0
krystal수정,2023/03,,0.0,0.0
krystal수정,2023/04,,0.0,0.0
krystal수정,2023/05,,0.0,0.0
krystal수정,2023/06,,0.0,0.0
krystal수정,2023/07,,0.0,0.0
krystal수정,2023/08,,0.0,0.0
Laila라일라,2022/08,,0.0,0.0
Laila라일라,2022/09,0.0,2.0,2.0
Laila라일라,2022/10,,0.0,0.0
Laila라일라,2022/11,,0.0,0.0
Laila라일라,2022/12,,0.0,0.0
Laila라일라,2023/01,,0.0,0.0
Laila라일라,2023/02,0.16666666666666666,7.0,2.0
Laila라일라,2023/03,,0.0,0.0
Laila라일라,2023/04,,0.0,0.0
Laila라일라,2023/05,,0.0,0.0
Laila라일라,2023/06,,0.0,0.0
Laila라일라,2023/07,,0.0,0.0
Laila라일라,2023/08,,0.0,0.0
lamuqe,2022/08,,0.0,0.0
lamuqe,2022/09,,0.0,0.0
lamuqe,2022/10,0.015657620041753653,974.0,2.0
lamuqe,2022/11,,0.0,1.0
lamuqe,2022/12,,0.0,2.0
lamuqe,2023/01,,0.0,1.0
lamuqe,2023/02,,0.0,0.0
lamuqe,2023/03,,0.0,0.0
lamuqe,2023/04,0.05263157894736842,120.0,3.0
lamuqe,2023/05,,0.0,0.0
lamuqe,2023/06,,0.0,0.0
lamuqe,2023/07,,0.0,0.0
lamuqe,2023/08,0.0379746835443038,164.0,2.0
lasagesse지혜,2022/08,,0.0,0.0
lasagesse지혜,2022/09,0.14583333333333334,174.0,3.0
lasagesse지혜,2022/10,0.087248322147651,167.0,2.0
lasagesse지혜,2022/11,0.0743801652892562,134.0,2.0
lasagesse지혜,2022/12,0.02857142857142857,108.0,1.0
lasagesse지혜,2023/01,0.011494252873563218,440.0,1.0
lasagesse지혜,2023/02,,0.0,0.0
lasagesse지혜,2023/03,,0.0,0.0
lasagesse지혜,2023/04,,0.0,0.0
lasagesse지혜,2023/05,0.030927835051546393,102.0,1.0
lasagesse지혜,2023/06,0.11194029850746269,151.0,2.0
lasagesse지혜,2023/07,0.04477611940298507,71.0,1.0
lasagesse지혜,2023/08,,0.0,0.0
LUCY루씨,2022/08,0.16379310344827586,152.0,5.0
LUCY루씨,2022/09,0.17796610169491525,158.0,7.0
LUCY루씨,2022/10,0.11173184357541899,206.0,4.0
LUCY루씨,2022/11,0.14772727272727273,103.0,3.0
LUCY루씨,2022/12,0.18076923076923077,327.0,4.0
LUCY루씨,2023/01,0.171875,333.0,6.0
LUCY루씨,2023/02,0.13559322033898305,70.0,3.0
LUCY루씨,2023/03,0.10426540284360189,242.0,4.0
LUCY루씨,2023/04,0.15450643776824036,279.0,4.0
LUCY루씨,2023/05,0.17757009345794392,141.0,6.0
LUCY루씨,2023/06,0.0915032679738562,171.0,3.0
LUCY루씨,2023/07,0.20238095238095238,241.0,9.0
LUCY루씨,2023/08,0.06944444444444445,78.0,3.0
moodin은송,2022/08,0.038461538461538464,27.0,3.0
moodin은송,2022/09,0.102803738317757,120.0,3.0
moodin은송,2022/10,0.058823529411764705,36.0,1.0
moodin은송,2022/11,0.2894736842105263,52.0,3.0
moodin은송,2022/12,0.08333333333333333,26.0,2.0
moodin은송,2023/01,0.10256410256410256,43.0,2.0
moodin은송,2023/02,0.07563025210084033,128.0,2.0
moodin은송,2023/03,0.2907801418439716,250.0,13.0
moodin은송,2023/04,0.1590909090909091,55.0,3.0
moodin은송,2023/05,0.20454545454545456,57.0,3.0
moodin은송,2023/06,0.08695652173913043,25.0,2.0
moodin은송,2023/07,0.18571428571428572,91.0,5.0
moodin은송,2023/08,0.22330097087378642,157.0,7.0
Ood 오드,2022/08,0.13953488372093023,50.0,3.0
Ood 오드,2022/09,0.1794871794871795,53.0,5.0
Ood 오드,2022/10,0.1282051282051282,44.0,3.0
Ood 오드,2022/11,0.05,43.0,3.0
Ood 오드,2022/12,0.14285714285714285,42.0,3.0
Ood 오드,2023/01,0.11320754716981132,59.0,4.0
Ood 오드,2023/02,0.10714285714285714,62.0,4.0
Ood 오드,2023/03,0.03333333333333333,31.0,2.0
Ood 오드,2023/04,0.14285714285714285,58.0,3.0
Ood 오드,2023/05,0.034482758620689655,30.0,2.0
Ood 오드,2023/06,0.045454545454545456,46.0,2.0
Ood 오드,2023/07,0.17777777777777778,54.0,4.0
Ood 오드,2023/08,0.3333333333333333,59.0,4.0
Ori오리의소비로그,2022/08,0.0,123.0,1.0
Ori오리의소비로그,2022/09,0.06936416184971098,190.0,4.0
Ori오리의소비로그,2022/10,0.0963855421686747,91.0,2.0
Ori오리의소비로그,2022/11,0.027777777777777776,37.0,2.0
Ori오리의소비로그,2022/12,0.10714285714285714,190.0,4.0
Ori오리의소비로그,2023/01,,0.0,0.0
Ori오리의소비로그,2023/02,0.04,26.0,1.0
Ori오리의소비로그,2023/03,0.109375,74.0,5.0
Ori오리의소비로그,2023/04,0.047619047619047616,44.0,3.0
Ori오리의소비로그,2023/05,0.09722222222222222,81.0,4.0
Ori오리의소비로그,2023/06,0.058394160583941604,146.0,3.0
Ori오리의소비로그,2023/07,0.047619047619047616,22.0,2.0
Ori오리의소비로그,2023/08,0.05555555555555555,19.0,1.0
Queen Solmee,2022/08,0.014925373134328358,68.0,1.0
Queen Solmee,2022/09,0.1111111111111111,115.0,3.0
Queen Solmee,2022/10,0.06451612903225806,33.0,1.0
Queen Solmee,2022/11,0.01694915254237288,182.0,2.0
Queen Solmee,2022/12,0.05405405405405406,79.0,3.0
Queen Solmee,2023/01,0.058823529411764705,20.0,1.0
Queen Solmee,2023/02,,0.0,0.0
Queen Solmee,2023/03,0.125,28.0,2.0
Queen Solmee,2023/04,0.03333333333333333,31.0,1.0
Queen Solmee,2023/05,0.07042253521126761,76.0,2.0
Queen Solmee,2023/06,0.06451612903225806,33.0,1.0
Queen Solmee,2023/07,0.10975609756097561,92.0,4.0
Queen Solmee,2023/08,0.15584415584415584,93.0,3.0
SELFCARE 결,2022/08,0.05,43.0,2.0
SELFCARE 결,2022/09,0.0,12.0,1.0
SELFCARE 결,2022/10,0.0,52.0,1.0
SELFCARE 결,2022/11,0.0,65.0,1.0
SELFCARE 결,2022/12,0.1111111111111111,32.0,2.0
SELFCARE 결,2023/01,0.06666666666666667,34.0,2.0
SELFCARE 결,2023/02,0.08333333333333333,26.0,2.0
SELFCARE 결,2023/03,0.09433962264150944,59.0,3.0
SELFCARE 결,2023/04,,0.0,0.0
SELFCARE 결,2023/05,,0.0,0.0
SELFCARE 결,2023/06,,0.0,0.0
SELFCARE 결,2023/07,0.1,22.0,2.0
SELFCARE 결,2023/08,0.15625,37.0,2.0
So Young,2022/08,0.019230769230769232,53.0,1.0
So Young,2022/09,0.1111111111111111,71.0,2.0
So Young,2022/10,0.1553398058252427,122.0,3.0
So Young,2022/11,0.030303030303030304,37.0,1.0
So Young,2022/12,,0.0,0.0
So Young,2023/01,0.01694915254237288,60.0,1.0
So Young,2023/02,0.1206896551724138,66.0,2.0
So Young,2023/03,0.0,32.0,1.0
So Young,2023/04,,0.0,0.0
So Young,2023/05,,0.0,0.0
So Young,2023/06,,0.0,0.0
So Young,2023/07,,0.0,0.0
So Young,2023/08,0.10606060606060606,73.0,2.0
SOLA솔아,2022/08,0.09297912713472485,588.0,6.0
SOLA솔아,2022/09,0.08108108108108109,244.0,7.0
SOLA솔아,2022/10,0.11538461538461539,249.0,8.0
SOLA솔아,2022/11,0.10877192982456141,333.0,9.0
SOLA솔아,2022/12,0.11574074074074074,254.0,7.0
SOLA솔아,2023/01,0.11855670103092783,240.0,7.0
SOLA솔아,2023/02,0.0847457627118644,272.0,7.0
SOLA솔아,2023/03,0.10967741935483871,187.0,6.0
SOLA솔아,2023/04,0.09659090909090909,206.0,8.0
SOLA솔아,2023/05,0.1,129.0,7.0
SOLA솔아,2023/06,0.22772277227722773,133.0,7.0
SOLA솔아,2023/07,0.08695652173913043,151.0,6.0
SOLA솔아,2023/08,0.1111111111111111,181.0,7.0
SOONSIKI,2022/08,,0.0,0.0
SOONSIKI,2022/09,,0.0,0.0
SOONSIKI,2022/10,,0.0,0.0
SOONSIKI,2022/11,0.16666666666666666,9.0,9.0
SOONSIKI,2022/12,0.5,16.0,9.0
SOONSIKI,2023/01,0.45,41.0,8.0
SOONSIKI,2023/02,0.0,2.0,4.0
SOONSIKI,2023/03,0.75,8.0,4.0
SOONSIKI,2023/04,0.0,3.0,1.0
SOONSIKI,2023/05,0.25,5.0,4.0
SOONSIKI,2023/06,0.0,3.0,3.0
SOONSIKI,2023/07,,0.0,0.0
SOONSIKI,2023/08,,0.0,0.0
SSUIMAG,2022/08,0.25,5.0,2.0
SSUIMAG,2022/09,,0.0,0.0
SSUIMAG,2022/10,0.5,3.0,2.0
SSUIMAG,2022/11,0.0,4.0,1.0
SSUIMAG,2022/12,,0.0,0.0
SSUIMAG,2023/01,,0.0,0.0
SSUIMAG,2023/02,,0.0,0.0
SSUIMAG,2023/03,,0.0,0.0
SSUIMAG,2023/04,,0.0,0.0
SSUIMAG,2023/05,,0.0,0.0
SSUIMAG,2023/06,,0.0,0.0
SSUIMAG,2023/07,,0.0,0.0
SSUIMAG,2023/08,,0.0,0.0
SUMINI,2022/08,,0.0,0.0
SUMINI,2022/09,,0.0,0.0
SUMINI,2022/10,,0.0,0.0
SUMINI,2022/11,,0.0,0.0
SUMINI,2022/12,,0.0,0.0
SUMINI,2023/01,,0.0,0.0
SUMINI,2023/02,0.0,9.0,1.0
SUMINI,2023/03,,0.0,0.0
SUMINI,2023/04,,0.0,0.0
SUMINI,2023/05,,0.0,0.0
SUMINI,2023/06,,0.0,0.0
SUMINI,2023/07,,0.0,0.0
SUMINI,2023/08,,0.0,0.0
Summer-mute썸뮤,2022/08,,0.0,0.0
Summer-mute썸뮤,2022/09,,0.0,0.0
Summer-mute썸뮤,2022/10,0.0,6.0,1.0
Summer-mute썸뮤,2022/11,0.13333333333333333,17.0,1.0
Summer-mute썸뮤,2022/12,,0.0,0.0
Summer-mute썸뮤,2023/01,,0.0,0.0
Summer-mute썸뮤,2023/02,,0.0,0.0
Summer-mute썸뮤,2023/03,,0.0,0.0
Summer-mute썸뮤,2023/04,,0.0,0.0
Summer-mute썸뮤,2023/05,,0.0,0.0
Summer-mute썸뮤,2023/06,,0.0,0.0
Summer-mute썸뮤,2023/07,,0.0,0.0
Summer-mute썸뮤,2023/08,,0.0,0.0
Syong'sbeauty숑스뷰티,2022/08,0.15151515151515152,38.0,3.0
Syong'sbeauty숑스뷰티,2022/09,0.13636363636363635,76.0,2.0
Syong'sbeauty숑스뷰티,2022/10,0.03322259136212625,628.0,4.0
Syong'sbeauty숑스뷰티,2022/11,0.0945945945945946,86.0,4.0
Syong'sbeauty숑스뷰티,2022/12,0.11475409836065574,148.0,6.0
Syong'sbeauty숑스뷰티,2023/01,0.05263157894736842,81.0,2.0
Syong'sbeauty숑스뷰티,2023/02,0.0392156862745098,53.0,2.0
Syong'sbeauty숑스뷰티,2023/03,,0.0,0.0
Syong'sbeauty숑스뷰티,2023/04,0.1044776119402985,152.0,5.0
Syong'sbeauty숑스뷰티,2023/05,0.024390243902439025,170.0,4.0
Syong'sbeauty숑스뷰티,2023/06,,0.0,0.0
Syong'sbeauty숑스뷰티,2023/07,0.08333333333333333,40.0,3.0
Syong'sbeauty숑스뷰티,2023/08,,0.0,0.0
tency텐씨,2022/08,0.0,10.0,1.0
tency텐씨,2022/09,0.1111111111111111,10.0,1.0
tency텐씨,2022/10,0.0,13.0,2.0
tency텐씨,2022/11,0.0,4.0,1.0
tency텐씨,2022/12,0.3333333333333333,4.0,1.0
tency텐씨,2023/01,,0.0,0.0
tency텐씨,2023/02,,0.0,0.0
tency텐씨,2023/03,,0.0,0.0
tency텐씨,2023/04,,0.0,0.0
tency텐씨,2023/05,,0.0,0.0
tency텐씨,2023/06,,0.0,0.0
tency텐씨,2023/07,,0.0,0.0
tency텐씨,2023/08,,0.0,0.0
VIVA여나,2022/08,,0.0,0.0
VIVA여나,2022/09,,0.0,0.0
VIVA여나,2022/10,,0.0,0.0
VIVA여나,2022/11,0.0,52.0,2.0
VIVA여나,2022/12,,0.0,0.0
VIVA여나,2023/01,,0.0,0.0
VIVA여나,2023/02,,0.0,0.0
VIVA여나,2023/03,,0.0,0.0
VIVA여나,2023/04,,0.0,0.0
VIVA여나,2023/05,,0.0,0.0
VIVA여나,2023/06,,0.0,0.0
