,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
0,센스없는 사람은 평생 모르는 귀티나는 사람들의 자기관리법👑 꿀템까지 와다다 추천..✶,https://www.youtube.com/watch?v=mUaJK0NBEQM,83700,2023-09-20,0:19:15,
1,👀최애 렌즈 9종 추천💜셀카/데이트/술자리 상황별 렌즈 & 나한테 잘 어울리는 렌즈 고르는법!,https://www.youtube.com/watch?v=0lSQbefKN6I,23751,2023-09-19,0:09:13,
2,"GRWM 러블리힙 고양이상 메이크업💜 인플루언서의 수입, 궁금증과 오해들?🧐",https://www.youtube.com/watch?v=eRrAb9fL9k4,52317,2023-09-14,0:18:14,
3,"수영장, 조식이 있는 36평 복층집🏠 아이돌이 많이 산다는 우리 오피스텔! 랜선집들이에 초대합니다💫",https://www.youtube.com/watch?v=OcbeBgYhE84,379986,2023-09-13,0:15:51,
4,✶올리브영 빅세일 추천템&비추천템🪐 안사면 손해인 제품들과 랭킹1등이지만 굳이.. 싶은 제품들^ㅠ^,https://www.youtube.com/watch?v=kgb_-MNBtpk,115798,2023-08-31,0:22:04,
5,세상 모든 코쟁이를 위한 코쉐딩의 모든 것! 코성형 메이크업👃🏻 둥근코. 낮은코. 복코. 긴코 다 조각내드립니다✂️,https://www.youtube.com/watch?v=NDGMLE-lx-0,687996,2023-08-30,0:13:29,
6,흑발 염색하고🖤 고급세련미UP! 자체 필터 메이크업✨💫,https://www.youtube.com/watch?v=7SoZQqmMUJ4,40873,2023-08-24,0:13:28,
7,"아이유,나연 그리고 나..? 퍼스널컬러&얼굴 속성 진단 받고옴💖 / 퍼컬에서 웜쿨보다 중요한 건?!!",https://www.youtube.com/watch?v=5HnFp7JYhrU,52539,2023-08-21,0:11:36,
8,만원대 쿠팡추천템 2탄🩵 지금부터 쭉 쓰기 좋은 뷰티•관리템🧴한번 써보면 돌아갈 수 없을 걸‎♡‧₊˚,https://www.youtube.com/watch?v=NIdmLSFpaNI,66774,2023-08-13,0:14:53,
9,💘첫사랑썰부터 연애가치관 등.. 무물 답변하면서 역대급 맘에 드는 핑크코랄 메이크업해봄✨ (ft.데이지크 썸머코랄 컬렉션),https://www.youtube.com/watch?v=bmblyiTQ7Yg,74057,2023-08-06,0:18:25,
10,"한끗차이로 세련된 이미지 연출하는 두가지 메이크업 🪄 레어리 컨설팅 (ft. 한소희, 홍수주님)",https://www.youtube.com/watch?v=zqMQh_yLL7o,85976,2023-08-04,0:11:00,
11,유튜브하면서 받은 제안들ㅋㅋ얘기하면서 살구피치 메이크업🍑같이 준비해요!,https://www.youtube.com/watch?v=cbVi3z7JWBs,53546,2023-07-29,0:10:38,
12,광고❌ 여름철 완벽 베이스 루틴 7단계! 귤껍질 피부도 매끈 깐달걀🥚로 만드는 방법. 무더위&에어컨 이겨내는 꿀팁들,https://www.youtube.com/watch?v=UYw7tJK6Sz0,445673,2023-07-26,0:17:10,
13,🌷화알못 친구 전남친과 재회시킨 성형메이크업(진짜임) 분위기 확 바뀌는 꿀팁들! 다른 사람 아니냐고..🫢,https://www.youtube.com/watch?v=BBWi9xc8-Mo,147502,2023-07-20,0:15:35,
14,쿨한데 러블리한 핑크 트윙클 메이크업🩷인간 체리에이드가 되어보자🫧,https://www.youtube.com/watch?v=S-0DyyWKHUw,53355,2023-07-13,0:14:41,
