,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
0,파워밖순E이던 내가 혼자서도 잘 지내는 방법 이야기🎀+여쿨라의 핑크 메이크업 신상 핑크 제품 위주🩷,https://www.youtube.com/watch?v=ZkGxbRTkWFk,800,2023-09-13,0:22:42,
1,갓생러의 갓생 살기 근황 GRWM🌞 미라클모닝 꾸준히 하는 비법 | 바디프로필 그 후 | N잡러의 자기개발 | 최애 모닝 루틴 | 유튜브 채널 고민 이야기하며 웜톤 메이꾸업,https://www.youtube.com/watch?v=RCa4B5zkJtg,993,2023-08-08,0:26:35,
2,"다이슨 장인이 가장 쉽게 설명한 에어랩 스타일링 영상👍뿌리, 앞머리 볼륨 | 머리 숱 많아 보이는 꿀팁! 똥손 필수 시청‼️",https://www.youtube.com/watch?v=ce4etg01_rY,782,2023-08-04,0:13:07,
3,여쿨라 미니멀리스트의 알찬 파우치 털기👛 여쿨 팔레트 추천 |광 다 잡은 베이스 조합 |입술 컨디션 별 립펜슬 | 피부결 좋아보이는 하이라이터,https://www.youtube.com/watch?v=QplFe6KMvss,5230,2023-07-26,0:28:29,
4,갓생살기 이전 내 과거 이야기 GRWM🥲 & 미라클모닝을 시작하게 된 계기 이야기 하면서 같이 준비해요!,https://www.youtube.com/watch?v=ylteLv7Qsm8,1348,2023-07-19,0:26:07,
5,"메이크업 아티스트의 영업비밀템이지만 내멋대로 마이웨이 메이크업🤫 언행불일치 주의, 제품력 너무 좋아서 올라간 텐션주의‼️",https://www.youtube.com/watch?v=o6ZKKdSjDmQ,3394,2023-06-28,0:23:28,
6,"뷰티 유튜버가 만든 화장품으로 텐션 점점 올라가는 GRWM🎀 과연 다 좋을지..? 재유 립라이너, 인보라 블러셔, 루씨 파운데이션, 유리숍 립틴트, 디렉터파이 썬크림, 조효진 쉐딩",https://www.youtube.com/watch?v=VZ_2XXjhaK8,2953,2023-06-02,0:26:42,
7,이것 때문에 살이 찌는 체질로 변했다고?🙊 평생 다이어트 걱정없던 내가 갑자기 살 찌는 체질로 바뀌어버리게 된 습관들!,https://www.youtube.com/watch?v=tSK4xofkeWo,3086,2023-05-03,0:12:09,
8,2023년 1분기✨️없어서는 안 될 7가지 비타추천템💙 다이어트 필수템 | 자취템 | 쿨톤 탕후루 립 | 샵 컨실러 | 대체불가 싱글쉐도우 | Y존 건강관리 | 책 추천,https://www.youtube.com/watch?v=kaJwxCN7tto,858,2023-04-19,0:16:53,
9,열정부자의 2023 버킷리스트 소개💕 올 해 목표 아직 안 세운 사람 드루왕👋,https://www.youtube.com/watch?v=OXRV1QqRvb8,909,2023-02-20,0:14:00,
10,인생을 바꿔주는 입문용 심리학책 3권 추천📚 쉽고 유용한 인생 치트키 | 지혜로운 나를 만들어준 책 | 진정한 자존감에 대해 알려준 책💕,https://www.youtube.com/watch?v=6Ah136CcIDo,4563,2023-02-02,0:14:08,
11,2022년 연말결산 최애템💞 소개 올해의 책 | 돈 값하는 물건 | 업무 향상템 | 갓생 어플 | 영향을 준 다큐멘터리 | 뽕 뽑는 컨설팅 | 운동 슬럼프 극복시켜준 운동,https://www.youtube.com/watch?v=j9NgV0ezhjA,946,2023-01-20,0:19:32,
12,나를 업그레이드 시켜준 습관 6가지💙 멘탈 관리 비법 | 자신감 충전 방법 | 나 자신 아는 법 | 인간관계 | 운동 슬럼프 해결 | 우물 안 개구리 탈출,https://www.youtube.com/watch?v=UgrZKUxFjAg,1338,2023-01-11,0:15:28,
13,20대 후반이 되고 필수로 하는 관리 6가지💞 탈모 관리 | 홈케어 | 이너뷰티 효과 보는 법 | 뷰티 디바이스 추천 | 좋은 효소 제품 고르는 법 | 5천원 짜리 인생 폼롤러,https://www.youtube.com/watch?v=iMCdC9f7tR4,1929,2023-01-03,0:19:03,
14,벼락치기 셀프케어데이🛁 약속없는 날 머리부터 발끝까지 관리해버리기,https://www.youtube.com/watch?v=2SUK0dFEJ_k,704,2022-12-29,0:14:01,
15,자칭 미니멀리스트의 왓츠인마이백👛..^^ 핑크덕후의 효율성 갑 아이템 소개🫰💕,https://www.youtube.com/watch?v=jxyCxcYFweI,3666,2022-12-16,0:27:04,
16,무조건 화장 잘 먹는 방법 몽땅 소개✨️실패없는 베이스를 만드는 스킨케어 루틴 & 쿠션으로 깐달걀 피부 만드는 법!,https://www.youtube.com/watch?v=4qeTBkTuJhQ,635,2022-12-02,0:16:14,
17,"핑크 우드 빈티지 느낌의 룸투어🎀 방 깔끔하게 정리하는 꿀팁, 꿀템 공개✨️ 침실&작업실&파우더룸 | 3평 방꾸미기 | 좁은 방 수납법 | 옷장 정리 | 핑크 인테리어",https://www.youtube.com/watch?v=8RFDmg7Nhlg,1673,2022-09-19,0:20:16,
18,"나를 아껴주는 자기 전 한시간 나이트 루틴🌜 하루를 잘 마무리하는 방법, 효율적인 힐링 with. 윌라 (구독자 이벤트💕)",https://www.youtube.com/watch?v=_x8p37CYQhA,1670,2022-07-25,0:07:55,
19,여유로운 주말 자기관리 VLOG💛 모닝 루틴 | 피부 관리 | 계단 오르기 | 주말 독서 | 자기개발 공부 (feat. 올리브영 믹순 콩에센스),https://www.youtube.com/watch?v=eA3XBUF9ytE,2144,2022-07-16,0:06:43,
20,덥고 습한 날 GRWM🌊 여름 필수템으로 준비 & 우울한 감정에서 벗어나는 법 이야기해요💙 여름 스킨케어|여름철 베이스|비건쿠션|부정적 감정 벗어나기|감정컨트롤하는법,https://www.youtube.com/watch?v=eFjSoNec3OI,743,2022-07-12,0:15:19,
21,대체 불가능한 올리브영 추천템 TOP 7🌈 최대 10통 이상 비운 BEST 재구매템들💕 레전드 트리트먼트 | 좁쌀 여드름 관리 | 깐달걀 기초 | 입냄새 없을무 | 모공각화증 케어,https://www.youtube.com/watch?v=my3Ni8hj7DA,1933,2022-06-18,0:16:00,
22,왜 웜톤으로 살았을까요..? 드디어 받은 퍼스널컬러 진단받기🌈+ 파우치템 분석 feat. 팽대표의 나를 찾는 TV,https://www.youtube.com/watch?v=rhmZlQBKoNM,1597,2022-05-30,0:18:00,
23,간편하면서도 확실한 여행 & 호캉스 마스크팩 추천🧖‍♀️ 올리브영 신상 마스크팩 | 여행 필수템 | 호캉스 필수템 | 홈케어 마스크팩 | 에스테틱 관리를 홈케어로!,https://www.youtube.com/watch?v=g5fMpfOv_nI,19872,2022-05-04,0:11:13,
24,하루를 소중하게 보내는 방법 VLOG🤍 미라클모닝 | 생산적인 하루 | 리츄얼 | 자기계발 | 하루 행복 찾기 | 나이트루틴 | 취미 즐기기 | 감사하기 !!,https://www.youtube.com/watch?v=j-lM8kqswrg,3510,2022-05-01,0:12:22,
25,퍼스널 컬러의 중요성🍁웜톤인 줄 알았는데 쿨톤이라니..웜톤템과 작별 인사로 워스트 컬러 메이크업 해보기 | 가을웜톤 추천템,https://www.youtube.com/watch?v=nxnRbcBG2_0,2945,2022-04-21,0:19:20,
26,구독자 1만명 이벤트💝 구독자 애칭 같이 정해요! Q&A 질문 + 구독자 선물 준비...💕,https://www.youtube.com/watch?v=iY8GcdhOEBY,895,2022-04-18,0:05:41,
27,직장인 + 사장님의 재택근무 브이로그💛 미니 GRWM | 집에서 집중하는 법 | 식곤증 해결 방법 (with 랑벨),https://www.youtube.com/watch?v=VwtjuBUddYg,2334,2022-04-06,0:11:07,
28,미니멀리스트의 책상 꾸미기 vlog💗 초딩방에서 홈오피스로 변신 | 데스크테리어? 데스크 메이크오버? 뭐 아무튼ㅎ;해봤음.,https://www.youtube.com/watch?v=WOqLaxn1k54,2164,2022-03-14,0:08:36,
29,"미라클모닝 3년차가 알려주는 미라클모닝 꾸준히 하는 9가지 꿀팁🌞 성공할 확률 높이는 방법 추천, 습관 만들기!",https://www.youtube.com/watch?v=V8RqWar7kIA,3108,2022-02-23,0:11:35,
30,2년동안 준비한 브랜드 체리쉬🍒 그리고 구독자분들과 함께 만든 첫 제품 '굿밤 립밤' 공개합니다!!👄체리쉬 브랜드 의미 | 굿밤 립밤이란 | 굿밤 립밤 활용법까지,https://www.youtube.com/watch?v=c4I4M5B2e6g,1617,2022-01-26,0:30:51,
31,2022 버킷리스트 같이 세워요📖 다이어리 꾸미기 | 인생 버킷리스트 공유 | 나만 알고싶은 다이어리 구성 비법 공유💡,https://www.youtube.com/watch?v=9seIEmujWbY,3128,2022-01-11,0:18:22,
32,하루를 마무리하면서 힐링하는 나의 나이트루틴🌛자기전에 갖는 온전한 나만의 시간🤎 자기관리 | 셀프케어 | 샤워템 소개 | 머릿결 관리 | 힐링루틴,https://www.youtube.com/watch?v=cdqqyZ30XC0,6898,2021-12-17,0:08:41,
33,"방 청소 같이 해요🤍 버리기 & 정리하기 | 청소꿀팁 | 옷, 화장품, 책, 물건 버리기 | 옷장 정리 | 화장대 정리 | 책상 정리 | 청소 브이로그 | 미니멀라이프",https://www.youtube.com/watch?v=M5nm40EEJLk,12187,2021-12-14,0:10:44,
34,뭔가 킹받는 내 파우치 좀 털어줄래...?👸제주도 가서 11년 친구한테 파우치 털어달라하기ㅋㅋㅋㅋㅋ feat.찐텐션 파우치 털기,https://www.youtube.com/watch?v=NCNdZ4puBDA,1448,2021-12-10,0:11:04,
35,"제주도에서 유난히 내성적인 11년차 친구 파우치 털기🤎 가을웜의 꾸안꾸 꿀조합템, 태연 애교살템, 데일리 팔레트 추천, 지성 베이스 소개!!",https://www.youtube.com/watch?v=gtTIhgSJIDs,7647,2021-10-24,0:11:14,
36,"요즘 잘 쓰고 잘 산템 모음집💜 첫 샤넬백, 힐링 꿀잠템, 향기 좋은 바디로션 추천, 파데프리 꿀템, 파데프리 꿀팁까지 몽땅 소개!!",https://www.youtube.com/watch?v=TFeCcdxgOSU,1623,2021-10-14,0:13:37,
37,"제주도 여행가서 왓츠인마이백👜💚 파데프리템, 여행꿀템, 립스틱 추천, 다이어트 템, 이너뷰티, 립밤, 버즈2 등등 몽땅 소개",https://www.youtube.com/watch?v=gsVGw6M3IrM,1594,2021-10-05,0:10:29,
38,"5일 단기 가성비갑 다이어트 챌린지🧡 최애 홈트 영상 소개, 식단 꿀템, 급찐급빠! 쉽고 빠르고 효과 좋음! 꿀팁 가득!",https://www.youtube.com/watch?v=3PmyrFfPq9Y,3029,2021-10-01,0:12:01,
39,맑은 피부톤 갖게 해준 방법 5가지 💖 파데프리 / 생활습관 / 스킨케어 / 이너뷰티,https://www.youtube.com/watch?v=p98Suz4U8Bo,1437,2021-09-29,0:05:26,
40,"27살의 우당탕탕 생일선물 언박싱🎉 다 계획이 있는 생일선물...ㅎ 화장품, 가방, 구두, 운동화, 인테리어 소품, 악세사리 등등💄🛍👡👒💍🎁👜",https://www.youtube.com/watch?v=bpSw4qJl71w,6852,2021-09-15,0:26:25,
41,"여름 내내 주구장창 썼던 립 조합 소개🏝 (feat. 웜톤도 찰떡으로 어울리는 쿨톤립, 베이스립 꿀템 추천)",https://www.youtube.com/watch?v=hQ7k5iaxkNU,22563,2021-08-27,0:08:57,
42,"타투 GRWM🦋같이 타투 받으러가요! 파데프리 메이크업, 웜톤의 쿨톤 메이크업, 간단 꿀템 소개 + 미니 vlog",https://www.youtube.com/watch?v=tJCfG9v1Lew,2147,2021-08-24,0:21:36,
43,"정수리 냄새, 떡진 머리 OUT! 올 여름 꼭 시도해봐야되는 샴푸법 & 쿨링템! 너무 차가움 주의",https://www.youtube.com/watch?v=xIATnJUXa_E,3036,2021-08-05,0:15:36,
44,"미라클모닝 2년 반차의 모닝 루틴🌞 브이로그 5시 30분 미라클모닝 루틴, 건강 챙김, 데일리 스킨케어💙",https://www.youtube.com/watch?v=fM1xLZ0F4bM,111867,2021-08-01,0:08:45,
45,집에서 머릿결 진짜 좋아지는 헤어 클리닉 하는법💗 미용실 클리닉 꿀팁 대방출 +  갓성비템 추천!💙 #즉각효과 #어노브,https://www.youtube.com/watch?v=qSMqHAgGYhs,12301,2021-07-30,0:13:26,
46,요즘 잘 산 것&잘 쓴 건 모음집!🎁 #뷰티템추천 #편한인생브라 #마약이불 #책추천,https://www.youtube.com/watch?v=Nvcuwc3WWPw,1080,2021-07-02,0:19:53,
47,올리브영 진정템 TOP 3 추천💚 (좁쌀진정템/뒤집어진피부진정/ 두피뾰루지진정) 세일때 쟁여야되는 템들💚,https://www.youtube.com/watch?v=P_koCh1Yauk,14570,2021-05-31,0:11:57,
48,"매일매일 사용한 찐!!공병 리뷰 기초, 바디, 클렌징 N통째 공병템들 화이트헤드 관리, 좁쌀 여드름 관리템, 정수리 냄새 ㅃ2템",https://www.youtube.com/watch?v=N7aHie-HQNU,1301,2021-04-29,0:17:36,
49,인생 첫 타투 브이로그 & 후기💕 타투 Q&A/갈비뼈 고통/연꽃 타투 의미/수채화 타투/만족도/주의점...,https://www.youtube.com/watch?v=CDWkrosmwaQ,20007,2021-04-05,0:10:23,
50,"반말 겟레디윗미🧡 봄웜 코랄 메이크업! 신상템 사용, 체리쉬 런칭 이유, 립밤 스포, 에크멀 틴트, 에이블랙 코랄부케, 파데프리, 폴앤조 제품",https://www.youtube.com/watch?v=7qfeZ31_upE,5797,2021-03-14,0:23:00,
51,데일리 웨이브 고데기💜 굵은 웨이브/ 앞머리 볼륨/헤어 볼륨 꿀팁/봉고데기/10분 고데기/고데기 꿀팁,https://www.youtube.com/watch?v=_OJVp8wEWfE,19708,2021-03-07,0:14:08,
52,구독자 이벤트🍒 립 슬리핑 밤 같이 만들래요?! 체리쉬 BM 모집🤫,https://www.youtube.com/watch?v=kdF5GzAcjZo,745,2021-03-02,0:05:00,
53,"NEW 화장대 투어 하실래요?! 정리왕의 화장대💕요즘 최애 화장품 추천! 웜톤의 쿨톤 팔레트 추천, 촉촉틴트 추천, 립스틱추천! 나름 미니멀리스트",https://www.youtube.com/watch?v=pSVlSKrzLhY,10858,2021-02-21,0:19:46,
54,계획 제대로 세우고 지키는 9가지 꿀팁📖 세상 무계획으로 살던 P가 파워 J가 되는 인생꿀팁! + 계획 책 추천,https://www.youtube.com/watch?v=QZZNsecueco,81265,2021-02-14,0:15:15,
55,"가을 웜톤 맥시멀리스트 파우치를 털어라! 갈웜 해외 팔레트, 가을립 꿀조합 추천, 촉촉 베이스🧡 이것은 파우치인가 캐리어인가..",https://www.youtube.com/watch?v=MOlqJy4xZVU,15822,2021-02-05,0:19:27,
56,샤워 같이 해요🤍 사워 힐링 루틴☁️ 샤워힐링템 추천/욕실템/최애바디케어/향좋은바디워시/인생바디로션,https://www.youtube.com/watch?v=uMvcpbOntSg,14279,2021-01-27,0:10:45,
57,"시현하다 촬영 날, 2021년 버킷리스트 같이 공유해요 GRWM❤ + 작년 버킷리스트 점검/잘 쓴 제품들/흑발 레드립/촬영 메이크업",https://www.youtube.com/watch?v=nbisYHwo_tQ,1353,2021-01-10,0:21:28,
58,"클로이팅 2주 챌린지💗 식단과 함께 해본 두번째 후기! 역대 최소 몸무게 & 허리 사이즈 달성! (2억뷰 영상과의 차이점, 추천 or 비추천 영상, 몸무게 & 팔뚝살 변화)",https://www.youtube.com/watch?v=n3Tg6K4iRwE,47675,2020-12-15,0:16:12,
59,"""어뮤즈"" 원브랜드 메이크업&리뷰🎀 비건쿠션, 크림밤쿠션, 스킨튠파데 비교! 성수동 컬렉션, 틴트 비교 분석!",https://www.youtube.com/watch?v=W1VN2Otnvac,4354,2020-12-04,0:14:32,
