,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
0,헤어디자이너 데뷔하기,https://www.youtube.com/watch?v=EAjl7fEm1Bc,441,2023-09-11,0:04:37,
1,어김없이 찾아온 순시키의 승급시험,https://www.youtube.com/watch?v=yZyyaxxu-l0,602,2023-06-15,0:05:16,
2,[ENG] 순시키 홍대 2호점 찾아오는 길 / Directions to Soonsiki Hongdae 2nd shop Hair salon,https://www.youtube.com/watch?v=4aBUY0HopVk,308,2023-06-08,0:00:42,
3,[ENG] 순시키 홍대 본점 찾아오는 길 / Directions to Soonsiki Hongdae Flagship hair salon,https://www.youtube.com/watch?v=gYkkY634k_E,260,2023-06-08,0:01:09,
4,[순시키 스터디] 단발 중단발 기장에 추천하는 리피펌을 소개합니다,https://www.youtube.com/watch?v=FCj-rvO4tNI,720,2023-05-26,0:03:03,
5,[ENG] 2023 스승의 날 브이로그,https://www.youtube.com/watch?v=ohljGQ_DowU,300,2023-05-17,0:04:03,
6,[ENG] 초간단 중단발 레이어드컷 스타일링 / + 히메컷 손질법까지!,https://www.youtube.com/watch?v=dSCg5e0qdys,700,2023-05-12,0:12:05,
7,[ENG] SOONSIKI X ACEUMDU  라이브 커머스 촬영 브이로그,https://www.youtube.com/watch?v=1eCdfY9sir0,176,2023-05-08,0:01:51,
8,[ENG] 순시키 벚꽃 나들이 브이로그,https://www.youtube.com/watch?v=TO4jMwSBln0,376,2023-04-07,0:03:45,
9,홍대헤어샵은 토요일 아침에 뭘 하나요?,https://www.youtube.com/watch?v=arHLZ2i3wI4,559,2023-03-20,0:03:25,
10,홍대 미용실에서 살아남기 / 지옥의 3월 승급시험편,https://www.youtube.com/watch?v=7K7mcTMeKUs,674,2023-03-16,0:04:35,
11,순시키 일본 출장 브이로그 ep2 3일차 이야기,https://www.youtube.com/watch?v=rJKZ3SfU86E,232,2023-03-14,0:05:30,
12,순시키 일본 출장 브이로그 ep1  도쿄 키덜트 쇼핑기,https://www.youtube.com/watch?v=TFWt97pstPg,202,2023-03-09,0:12:01,
13,2023 순시키 세미나  준비부터 진행까지 현장 공개! / soonsiki&loreal seminar,https://www.youtube.com/watch?v=Qfc-k5oR0a4,243,2023-02-27,0:10:50,
14,초간단 중단발 슬릭컷 스타일링!,https://www.youtube.com/watch?v=LTM6ch7PfUU,1140,2023-02-20,0:09:01,
