,youtube_id,comment,like_num,comment_date
0,usernh9yb5nt6j,"넵^^안녕하세요,,안녕하세요~~원장님이저를쳐다보면서인사하는것같아서;;저는손을흔들면서오늘도어김없이손님을기쁘게해드리는구나해요?",1.0,1년 전
