,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
0,DEAR ME BEAUTY SERUM LIP TINT | SWATCHES | TRY ME REVIEW ME,https://www.youtube.com/watch?v=RRoeh-aKS_s,569,2022-12-24,0:02:39,7
