,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
0,"💸내돈내산💸애교살 왜 나만 안어울려? 애교살 추천+바르는 방법 다 알려줌! |애교살추천|23호 ,25호 메이크업",https://www.youtube.com/watch?v=Zq2oYAov1xU,4677,2023-07-26,0:16:17,
1,25호 까만피부는 여름에 무슨 메이크업 해?(태닝한 듯한 메이크업은 그만!  화사한 데일리 여름메이크업⛱),https://www.youtube.com/watch?v=C8cyxgprr9g,3982,2023-07-02,0:14:47,
