,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
5,전국 최저가 아닐까요? 그런데 밥까지 무한리필?! 저렴한 가격 안에 숨겨진 따듯한 마음까지!,https://www.youtube.com/watch?v=YNAh1ydHnng,5867,2023-08-31,0:10:09,420
6,연탄불에 정성스럽게 구워주신 고등어 구이 백반 노포 맛집,https://www.youtube.com/watch?v=pIAvPmiMdqI,4899,2023-08-27,0:13:52,370
7,"5,000원으로 직접 뽑은 기계 우동 짜장을 먹고 싶다면? 기사님들 마음 속 1등 식당을 소개하겠습니다.",https://www.youtube.com/watch?v=yY0i6N9gCBc,7751,2023-08-23,0:09:20,489
8,건물주가 임대료 아껴 1등급 한우로 만든 국밥 맛집!,https://www.youtube.com/watch?v=IePvqA7PzoQ,5385,2023-08-16,0:08:37,349
9,45년 세월이 깃든 속이 편한 국물의 해장국! 깔끔함이 미쳤습니다.,https://www.youtube.com/watch?v=KAwTJQScKxA,5089,2023-08-09,0:09:35,
10,가게 이름부터 킹왕짱! 사장님 이거 다 드시는 분들도 계..시죠??,https://www.youtube.com/watch?v=rRE04nG2MIc,9516,2023-08-06,0:15:25,599
11,밥 3공기 뚝딱 사라지는 얼큰하고 고소한 순두부찌개! 여의도 줄 서는 맛집!,https://www.youtube.com/watch?v=Oi7KEojbQJs,5707,2023-08-02,0:12:10,441
12,"혀 끝은 맵고, 머리끝까지 시원한 냉면 맛집!",https://www.youtube.com/watch?v=Dim3QmNBh4c,10303,2023-07-30,0:08:22,526
13,옛 호프집에서 파는 레전드 경양식 돈까스,https://www.youtube.com/watch?v=hgz6qlPBXOo,4982,2023-07-27,0:09:38,366
14,짜장면 하나로 명동에서 60년을 버틴 중식당,https://www.youtube.com/watch?v=qEZVU4bXoFI,7525,2023-07-23,0:10:04,467
15,24시 초밥 편의점???? 궁금해서 가봤습니다.,https://www.youtube.com/watch?v=GEGN_lQVSLw,7221,2023-07-19,0:14:18,484
16,소름 끼치는 점보도시락 도전 먹방,https://www.youtube.com/watch?v=6fEj1RNkhUg,6737,2023-07-16,0:13:24,525
17,초복에 가성비 넘치는 닭볶음탕 백반 맛집을 소개합니다! 계림삼계탕,https://www.youtube.com/watch?v=7AWGdImZWEc,11430,2023-07-11,0:11:58,656
18,33년 노포의 자긍심! 예술적인 돼지고기 튀김 맛집! 일번지,https://www.youtube.com/watch?v=LlAw4H5Hg9g,7502,2023-07-09,0:11:22,424
19,80세 할머니께서 만드는 천 원의 기적,https://www.youtube.com/watch?v=oNDSEU7hIOQ,7971,2023-07-05,0:12:07,615
20,"대학로에서 혼자 시간이 멈춰 있는, 50년 내공 얼큰 냉면 맛집",https://www.youtube.com/watch?v=sLUEWoyAVL8,7664,2023-07-02,0:09:46,475
21,"헤어진 전 애인은 잊어도, 여기 양념치킨은 못 잊지! 치킨 외길 인생 40년 차! 동작구 가본통닭",https://www.youtube.com/watch?v=IlTmhZrNK8E,5926,2023-06-28,0:14:12,385
22,이 한 점에 소주 한 잔 가능! 광장시장에서 찾은 새로운 인생 국밥!,https://www.youtube.com/watch?v=NLpq-FE6GI8,6816,2023-06-26,0:11:08,418
23,살이 꽉 찬 수율의 간장게장 맛집! 그런데 무한리필!,https://www.youtube.com/watch?v=j7_38IUxvOA,6000,2023-06-22,0:13:31,319
24,여의도에서 하루 3시간만 영업하는 막국수 맛집!,https://www.youtube.com/watch?v=-6dH2LY5mcg,5542,2023-06-19,0:10:15,393
25,"추억의 철가방이 있는 곳, 50년 노포의 내공이 담긴 옛날 탕수육과 간짜장",https://www.youtube.com/watch?v=-k0z8o_6KZ0,8892,2023-06-14,0:13:03,501
26,"국물이 끝내주는, 맑은 순대국 노포 맛집을 찾았습니다.",https://www.youtube.com/watch?v=G6KkMGUxftc,10757,2023-06-11,0:15:24,559
27,"수제 군만두가 10개 2,000원? 지나칠 수가 없네요!",https://www.youtube.com/watch?v=7rMSwKC2cSQ,8980,2023-06-06,0:08:53,504
28,"10,000원으로 고퀄리티 10가지 중식 요리와 식사를 무제한으로!",https://www.youtube.com/watch?v=arcktInonFY,13429,2023-06-01,0:10:36,503
29,이것이 진정한 만 원의 행복이구나!,https://www.youtube.com/watch?v=97cedued7p0,5467,2023-05-28,0:10:35,390
30,"이 순대국이면, 소주 3병 깔 수 있습니다.",https://www.youtube.com/watch?v=y4vYoj__huc,22030,2023-05-21,0:11:45,657
31,동화 속 동심 가득한 돈까스 나라로 가시죠! 강서구 크레파스,https://www.youtube.com/watch?v=SCOZE6_xWmk,5570,2023-05-17,0:12:48,358
32,현재 머릿고기 폼이 엄청난 식당! 합정순대국,https://www.youtube.com/watch?v=0IOK5N03xNE,9391,2023-05-14,0:10:54,423
33,'팔보 짜장면과 무한리필 보리밥의 콜라보',https://www.youtube.com/watch?v=_8jrdS9zdTo,8358,2023-05-11,0:12:51,488
34,"2,500원에 맛과 양 그리고 할머니의 따듯한 마음까지 담은 길거리 토스트",https://www.youtube.com/watch?v=QsVBUDVtCYQ,4195,2023-05-08,0:09:24,272
35,치즈폭포 안에 숨겨진 숯불 곱창! 성수 핫플 뚝도시장에서 혼술!,https://www.youtube.com/watch?v=mjee7I2ilqY,4462,2023-05-03,0:15:13,320
36,중국 사장님께서 만드는 전통 찐 우육면!,https://www.youtube.com/watch?v=4ysqSnTNK60,5898,2023-04-30,0:13:25,360
37,'할아버지 홀로 만드시는 5가지의 따듯한 메뉴' 문래동 가맥집 한양수퍼,https://www.youtube.com/watch?v=Jykrc-MsVCk,9750,2023-04-26,0:13:43,504
38,[등촌 코끼리한상] 보쌈과 김치찜의 수상한 콜라보?,https://www.youtube.com/watch?v=ZD7msGMrmwI,7910,2023-04-23,0:16:04,481
39,[대림 신풍낙지] 낙지 하나로 건물 통체로 쓰는 맛집!,https://www.youtube.com/watch?v=isJpQIaW-Nc,6262,2023-04-19,0:10:13,402
