,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
0,뉴진스 하니 얼굴형 분석으로 풀뱅이 잘 어울리는 이유 찾기! 풀 뱅의 종류로 어울리는 앞머리 스타일 찾기!! 풀 뱅과 세미 허쉬컷 커트 방법!,https://www.youtube.com/watch?v=iN9WusIP43E,5735,2023-07-28,0:12:08,775
1,블로우 드라이 방법 스타일링 팁! 스퀘어 레이어드 컷 영상 부록 편!!,https://www.youtube.com/watch?v=_bvm8CmU4gU,5695,2023-05-16,0:04:21,211
2,[베이직 라인] 실패 없는 레이어드 컷 미디엄 중 단발 스퀘어 레이어 + 간단 드라이 스타일링 팁!,https://www.youtube.com/watch?v=wHB8Q2wbwUk,10866,2023-05-12,0:11:09,360
3,리프컷 여자 숏컷 디자인 커트,https://www.youtube.com/watch?v=02FxBwLkIKU,2300,2023-04-19,0:01:00,59
4,미디엄 레이어드컷!! 유니크한 블럭 커트 방법 중간머리 단점 커버 레이어드 디자인,https://www.youtube.com/watch?v=nHg0EtHqPUM,4862,2023-03-21,0:09:01,154
5,얇은 모발 디지털펌 으로 볼륨감 있는 디자인!! 펌에 적합한 레이어드컷 방법과 루즈펌 와이딩 방법 까지 공유 합니다.,https://www.youtube.com/watch?v=Tw7tqia3k4w,9790,2023-02-05,0:08:00,312
6,단발이라고 다 같은 단발이 아닙니다. 작은 디테일의 차이 송혜교 단발 [라운드 보브],https://www.youtube.com/watch?v=dgJLDuOjGYc,15049,2023-01-24,0:11:18,395
7,태연 단발 레이어드컷 블럭커트로 하는 단발 레이어드 디자인,https://www.youtube.com/watch?v=Y3qkXWmdPLs,19172,2023-01-15,0:13:02,493
8,[소프트 레이어드컷] 레이어가 많지 않은 긴머리 디자인 조금은 특별한 블럭커트 방식의 커트 디자인,https://www.youtube.com/watch?v=7-BjHrnNKnw,5001,2022-12-05,0:08:01,171
9,[태슬컷] 디스커넥션을 이용한 똑단발 디자인 커트 과정!!,https://www.youtube.com/watch?v=pogXT97XkzA,2756,2022-11-22,0:04:19,60
10,하트형 얼굴 & 가을웜톤 분석후 솔루션 헤어 디자인 체인지 만으로 환골 탈퇴!! 커트 디지인 방법까지 공유 합니다!!! [미디움 레이어드컷],https://www.youtube.com/watch?v=bBQ-ZnpJNeg,7900,2022-11-15,0:08:02,340
11,박은빈 우영우 머리!  후대각 커트 쉽게 접근 하는 방법!! 디테일한 한 끗 차이로 느낌이 크게 변하는 이유!,https://www.youtube.com/watch?v=3iMKtm3GnLY,16642,2022-08-14,0:11:16,457
