,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
2,무쌍도 여리여리한 메이크업 잘어울리거든 :),https://www.youtube.com/watch?v=WGga-NxfiIg,4085,2023-08-28,0:07:58,153
3,올리브영에서 찾은 작은눈 인생템 그리고 연한 무쌍메이크업,https://www.youtube.com/watch?v=1w-rviA4KpA,4615,2023-08-26,0:07:21,199
4,쌩얼립조합 추천.zip(올리브영 립라이너/에뛰드/라카/롬앤/메이블린뉴욕/비바이바닐라/아워글래스),https://www.youtube.com/watch?v=5Hc_KkFieYI,3386,2023-08-09,0:04:00,92
5,입술필러 후기털며 립 꿀조합+립밤추천.zip(각질관리필수템 토코보는 사랑입니다..),https://www.youtube.com/watch?v=kjxa-LF2TWs,2572,2023-07-26,0:05:36,59
6,여름 깔끔 무쌍메이크업/ 작은입술오버립/ 여름철 필수템 메이크업 +찐..추천템들..!,https://www.youtube.com/watch?v=E7QL-i10aoE,3840,2023-07-11,0:12:14,102
7,9가지 꿀팁모음 무쌍 메이크업:) grwm makeup,https://www.youtube.com/watch?v=eNwFineRDVQ,12620,2022-11-23,0:14:13,404
8,모공커버 치트키부터 얼굴형관리 홈케어템까지📌찐꿀템 모음집,https://www.youtube.com/watch?v=bUDTk1oqp44,4855,2022-11-06,0:12:29,101
9,육아6년차근황썰+무쌍GRWM+클리오팔레트1호(*찐친_모드주의),https://www.youtube.com/watch?v=PxZFA7-KYdE,6175,2022-09-04,0:23:22,146
10,vlog.30대훈녀생정🔥나만의 분위기가 있는 사람이 되고싶다면! (단발해따!!!!!!!!!),https://www.youtube.com/watch?v=0rW5zPMr2Uc,5348,2022-08-27,0:17:19,137
11,vlog. 중요한 약속 전날 변신하는 방법 4가지(들어봤니? 30대 훈녀생정..),https://www.youtube.com/watch?v=EivharF9PlU,4587,2022-08-25,0:17:13,90
